"ZIP","pm25","STATE"
"00012",2.59459366134612,"CA"
"00014",2.4047827067234,"AZ"
"00015",3.76692954918101,"AZ"
"00016",5.38631539800991,"CA"
"00017",3.2333410420971,"CA"
"00018",6.09196003213593,"CA"
"00019",1.58961729830272,"CA"
"00020",2.97926444097443,"CA"
"00022",1.29806744495137,"CA"
"00026",4.62867863820158,"CA"
"00027",4.59437710886089,"CO"
"00028",2.26906049328571,"CA"
"00029",3.82505197289048,"CA"
"00031",3.47573620235491,"CA"
"00032",2.61778849324153,"CA"
"00033",2.87236888111043,"CA"
"00034",1.09270478911926,"CA"
"00035",2.45239572585474,"CA"
"00037",2.20253505059155,"CA"
"00038",3.38901017869563,"CA"
"00039",1.9508219447012,"CA"
"00040",2.63242030613483,"CA"
"00041",7.6426036231898,"FL"
"00042",7.31276086337886,"FL"
"00043",7.38044984030865,"FL"
"00044",1.88953555224865,"CA"
"00045",6.48648131028473,"FL"
"00047",2.73328859863665,"CA"
"00048",2.30216929666742,"CA"
"00049",0.418716594924359,"CA"
"00050",0.790051630294085,"CA"
"00051",2.45212204629882,"CA"
"00052",2.27549074070236,"CA"
"00053",8.34463762702106,"FL"
"00054",0.445600002363888,"CA"
"00055",0.987221394272163,"CA"
"00056",4.4025620887507,"ID"
"00057",6.62913483726462,"CA"
"00058",3.04268091854109,"CA"
"00059",2.03632765015031,"MN"
"00060",2.69805575731694,"MN"
"00061",10.1260504890646,"CA"
"00063",5.2574055848692,"MT"
"00064",3.84888635805118,"NM"
"00065",2.48153142189298,"CA"
"00066",3.15508600230635,"NM"
"00067",9.31346089735363,"OK"
"00068",0.687320676779874,"OR"
"00069",0.596560801313014,"OR"
"00070",0.44682798756506,"OR"
"00071",3.77550783085112,"UT"
"00072",0.862211527825897,"WA"
"00073",1.70731346451742,"WA"
"00074",1.01885300652856,"WA"
"00076",0.813511468897682,"WA"
"00077",0.501547862304973,"OR"
"00084",6.03778299268861,"NC"
"00087",8.82315125464526,"FL"
"00097",7.96664062592048,"FL"
"00098",8.53428689565809,"FL"
"00100",4.9544069225187,"UT"
"00116",13.5568083024821,"LA"
"00119",12.7662156441784,"LA"
"00121",12.4901474922553,"LA"
"00125",1.90010916410587,"ME"
"00126",3.56569748672967,"ME"
"00127",1.56524575024679,"ME"
"00128",3.48271377117868,"ME"
"00130",1.6480794582277,"ME"
"00132",2.10133824016378,"ME"
"00133",3.4343066839081,"ME"
"00134",1.4430131741657,"ME"
"00135",1.29931599083848,"ME"
"00137",1.29823870552158,"ME"
"00138",1.44563512172604,"ME"
"00139",3.46127810702996,"ME"
"00141",1.12203182155512,"ME"
"00148",1.46316371605849,"ME"
"00151",1.01225442343062,"ME"
"00152",15.0067947592909,"MD"
"00158",3.26737436919925,"MA"
"00160",2.68521778980825,"MN"
"00161",2.61014956615704,"MN"
"00164",2.24525804265505,"MN"
"00165",2.51783276383498,"MN"
"00166",2.76052592379388,"MN"
"00168",2.09193337415749,"NH"
"00172",2.24751984317373,"NH"
"00173",2.69974893503938,"NH"
"00174",2.77366558889431,"NH"
"00176",2.52743247919662,"NH"
"00177",2.96067447204632,"NH"
"00179",3.16150207958329,"NH"
"00180",2.23978098242793,"NH"
"00181",3.02147374682101,"NH"
"00182",4.43792607341017,"NH"
"00183",2.32405546554816,"NH"
"00184",2.36899966883502,"NH"
"00185",2.55146038122761,"NH"
"00188",9.04113338309708,"TX"
"00195",1.82091057155073,"WA"
"00197",3.61500963660788,"AZ"
"00199",2.32344878800756,"AZ"
"00501",9.20610285194426,"NY"
"00544",9.20610285194426,"NY"
"01001",7.60118782510282,"MA"
"01002",6.38899059817466,"MA"
"01003",6.49219080837031,"MA"
"01004",6.35916530552351,"MA"
"01005",5.57283795454596,"MA"
"01007",5.87315486730043,"MA"
"01008",6.20655280418638,"MA"
"01009",5.9428786500384,"MA"
"01010",6.00242265439884,"MA"
"01011",6.01384064058757,"MA"
"01012",6.15367715596918,"MA"
"01013",7.23361097022653,"MA"
"01014",6.30459264444244,"MA"
"01020",7.16867776568516,"MA"
"01021",7.51053925161763,"MA"
"01022",6.8942451118324,"MA"
"01026",5.90654771688404,"MA"
"01027",6.83868516398157,"MA"
"01028",7.25161808163588,"MA"
"01029",5.45878701678289,"MA"
"01030",7.4511170947629,"MA"
"01031",5.81013582678933,"MA"
"01032",5.29172786512932,"MA"
"01033",6.39740158378251,"MA"
"01034",6.78506369387435,"MA"
"01035",6.58122936401338,"MA"
"01036",6.68479933086924,"MA"
"01037",5.6164340310063,"MA"
"01038",6.27297568230262,"MA"
"01039",6.0774668444555,"MA"
"01040",7.27489375226981,"MA"
"01041",6.58592818896701,"MA"
"01050",6.45885032500916,"MA"
"01053",6.82970753366849,"MA"
"01054",5.8574209379312,"MA"
"01056",6.62642357306335,"MA"
"01057",6.55271077192683,"MA"
"01059",6.2603145284404,"MA"
"01060",6.99332430309014,"MA"
"01061",7.13386796260618,"MA"
"01062",7.08838397546339,"MA"
"01063",7.40481312905262,"MA"
"01066",6.16877563952446,"MA"
"01068",5.17688356644948,"MA"
"01069",6.05752613904208,"MA"
"01070",5.75981284791416,"MA"
"01071",6.52782413044271,"MA"
"01072",6.22555499776785,"MA"
"01073",6.80892858648085,"MA"
"01074",4.69401260821358,"MA"
"01075",7.1771448094842,"MA"
"01077",7.07514574538506,"MA"
"01079",7.28871094104671,"MA"
"01080",5.96737076502899,"MA"
"01081",6.43894371510239,"MA"
"01082",6.16888493575428,"MA"
"01083",5.93758311193385,"MA"
"01084",6.18941077172845,"MA"
"01085",6.97552017987762,"MA"
"01086",5.75564018673376,"MA"
"01088",6.66694724532007,"MA"
"01089",7.16193753180795,"MA"
"01090",6.01206202861132,"MA"
"01092",6.04483869490225,"MA"
"01093",4.65872751540098,"MA"
"01094",6.15132693690834,"MA"
"01095",6.56506326339771,"MA"
"01096",5.94407346456506,"MA"
"01097",7.05147196307342,"MA"
"01098",5.89598589640624,"MA"
"01101",6.77426356015868,"MA"
"01102",6.77426356015868,"MA"
"01103",6.83028019499799,"MA"
"01104",7.0786837540058,"MA"
"01105",6.90370620480037,"MA"
"01106",7.64139526249401,"MA"
"01107",6.73644434797526,"MA"
"01108",7.34893779575477,"MA"
"01109",7.25125043543922,"MA"
"01111",6.69576387932222,"MA"
"01115",6.81769242107011,"MA"
"01116",7.74551227282752,"MA"
"01118",7.50100287996239,"MA"
"01119",7.29445452367711,"MA"
"01128",7.53419974620657,"MA"
"01129",6.97613353508431,"MA"
"01138",6.97424290036759,"MA"
"01139",6.80890675710838,"MA"
"01144",6.81769242107011,"MA"
"01151",7.00714688901339,"MA"
"01152",6.59381154066631,"MA"
"01199",6.65828219279614,"MA"
"01201",5.5123542210079,"MA"
"01202",5.76746705638239,"MA"
"01203",5.76746705638239,"MA"
"01220",5.67017620956415,"MA"
"01222",7.29875137645502,"MA"
"01223",5.24232569078809,"MA"
"01224",5.58025168811995,"MA"
"01225",5.57168220785588,"MA"
"01226",5.41264891699987,"MA"
"01227",5.33381893187992,"MA"
"01229",5.22793585651026,"MA"
"01230",6.24992240133755,"MA"
"01235",5.51529920694808,"MA"
"01236",5.45616478970574,"MA"
"01237",5.57642162869258,"MA"
"01238",5.42581992525076,"MA"
"01240",5.07619132832097,"MA"
"01242",5.67323430242081,"MA"
"01243",5.64341848083091,"MA"
"01244",6.99738676376945,"MA"
"01245",5.9261618762521,"MA"
"01247",5.78710215273409,"MA"
"01252",6.13622602614094,"MA"
"01253",5.77183005621886,"MA"
"01254",5.32884347102349,"MA"
"01255",6.62291461666942,"MA"
"01256",5.79360549848902,"MA"
"01257",6.73934820308998,"MA"
"01258",7.14799905444558,"MA"
"01259",7.1252305811492,"MA"
"01260",5.6124732024646,"MA"
"01262",5.55876672245687,"MA"
"01263",5.75080794784349,"MA"
"01264",5.35109918853467,"MA"
"01266",5.64687120698264,"MA"
"01267",5.82324314971557,"MA"
"01270",5.63226228847567,"MA"
"01301",5.25356227343927,"MA"
"01302",4.86374931744641,"MA"
"01330",5.45754389251825,"MA"
"01331",5.48580286832111,"MA"
"01337",5.29891388532851,"MA"
"01338",5.26788405609589,"MA"
"01339",5.38896198458733,"MA"
"01340",5.29372683899125,"MA"
"01341",5.43625164550582,"MA"
"01342",5.31474995697687,"MA"
"01343",5.27588024884245,"MA"
"01344",5.32816118797909,"MA"
"01346",5.49960696147779,"MA"
"01347",5.0491594788115,"MA"
"01349",5.35737957204577,"MA"
"01350",5.52004642995924,"MA"
"01351",5.3359994302134,"MA"
"01354",5.31801502770462,"MA"
"01355",6.08960632412872,"MA"
"01360",5.36962710218447,"MA"
"01364",5.2845503828141,"MA"
"01366",6.24385344321023,"MA"
"01367",5.56363475911957,"MA"
"01368",4.73565249778755,"MA"
"01370",5.3760691637792,"MA"
"01373",5.4472606508372,"MA"
"01375",5.65207815556249,"MA"
"01376",5.19764022083528,"MA"
"01378",5.26163004750026,"MA"
"01379",5.74500931636378,"MA"
"01380",6.75097005833002,"MA"
"01420",6.53271855190192,"MA"
"01430",5.22533443160592,"MA"
"01431",5.56433317379581,"MA"
"01432",5.42976553051714,"MA"
"01434",5.85496712891921,"MA"
"01436",5.32655360447511,"MA"
"01438",5.49064381717103,"MA"
"01440",5.74116009605372,"MA"
"01441",6.60852189377323,"MA"
"01450",4.34595115975401,"MA"
"01451",5.74487283999928,"MA"
"01452",5.40621744382991,"MA"
"01453",7.03288696068593,"MA"
"01460",5.23674986994047,"MA"
"01462",6.18245991471783,"MA"
"01463",4.26407257028507,"MA"
"01464",5.82683727510036,"MA"
"01467",5.92586968389738,"MA"
"01468",5.51184874031378,"MA"
"01469",5.27937958964092,"MA"
"01470",4.03128550338198,"MA"
"01471",4.77801983776486,"MA"
"01472",5.26703656782805,"MA"
"01473",6.08802456957693,"MA"
"01474",5.72462931884874,"MA"
"01475",4.72618104508219,"MA"
"01477",4.95315177883886,"MA"
"01501",5.35463224225227,"MA"
"01503",6.03934037017303,"MA"
"01504",5.14090635339022,"MA"
"01505",5.07724767665659,"MA"
"01506",5.11852025500149,"MA"
"01507",4.9468568464708,"MA"
"01508",4.78800499476739,"MA"
"01509",4.11202263232432,"MA"
"01510",5.60436243373961,"MA"
"01515",4.92404721853037,"MA"
"01516",4.32883126161884,"MA"
"01517",5.95022063291037,"MA"
"01518",5.5598779010559,"MA"
"01519",5.43412244144847,"MA"
"01520",5.48315668558963,"MA"
"01521",5.87619978677312,"MA"
"01522",5.16566572845121,"MA"
"01523",6.0487027289098,"MA"
"01524",4.94902737026634,"MA"
"01525",5.32618629065344,"MA"
"01526",4.89382519924935,"MA"
"01527",5.5414020344609,"MA"
"01529",4.90795041349434,"MA"
"01531",5.69226400089671,"MA"
"01532",5.85291038380561,"MA"
"01534",5.20073883761168,"MA"
"01535",5.27639498485046,"MA"
"01536",5.86352923983899,"MA"
"01537",4.79068724369647,"MA"
"01538",4.31410207795149,"MA"
"01540",4.80577364728925,"MA"
"01541",5.52044052633165,"MA"
"01542",4.74119220059046,"MA"
"01543",4.84223934204867,"MA"
"01545",5.77217817042206,"MA"
"01546",5.70162725489675,"MA"
"01550",5.09234479144008,"MA"
"01560",5.03900570316144,"MA"
"01561",5.86248427149741,"MA"
"01562",4.87467280964948,"MA"
"01564",5.75184684876123,"MA"
"01566",5.40324429603508,"MA"
"01568",5.04869556668389,"MA"
"01569",4.75809231532184,"MA"
"01570",4.79321953115248,"MA"
"01571",4.78022064787656,"MA"
"01581",5.43377425918623,"MA"
"01582",6.25525903330763,"MA"
"01583",5.15493126159587,"MA"
"01585",5.81757382398159,"MA"
"01586",5.29564782904195,"MA"
"01588",5.15786797435545,"MA"
"01590",4.91362134380968,"MA"
"01601",4.83553278613095,"MA"
"01602",5.46882686112077,"MA"
"01603",5.25973966861503,"MA"
"01604",5.5981796645054,"MA"
"01605",5.68469441639878,"MA"
"01606",5.75308246650248,"MA"
"01607",5.80529588365619,"MA"
"01608",5.24705940864906,"MA"
"01609",5.7020089709144,"MA"
"01610",4.98933811323182,"MA"
"01611",5.49443812766997,"MA"
"01612",4.89692114952249,"MA"
"01613",5.15732356185883,"MA"
"01614",5.57097855454424,"MA"
"01615",5.29997834163875,"MA"
"01653",5.29997834163875,"MA"
"01655",5.34041882007732,"MA"
"01701",6.62196311842247,"MA"
"01702",6.19100564363155,"MA"
"01703",7.41301439924892,"MA"
"01704",6.27542305158312,"MA"
"01705",6.44319104129742,"MA"
"01719",5.93763806873512,"MA"
"01720",5.60574315144282,"MA"
"01721",5.8127645241799,"MA"
"01730",4.33041419235213,"MA"
"01731",5.30628650407271,"MA"
"01740",6.01745783218779,"MA"
"01741",3.49629787769564,"MA"
"01742",5.30531565775071,"MA"
"01745",7.61150921799076,"MA"
"01746",4.48742542401471,"MA"
"01747",5.37220403625733,"MA"
"01748",5.216622019666,"MA"
"01749",6.43659065344984,"MA"
"01752",6.71426714753511,"MA"
"01754",6.13629684374478,"MA"
"01756",4.80568070903779,"MA"
"01757",5.32198699651193,"MA"
"01760",4.98559667304791,"MA"
"01770",4.44345402380383,"MA"
"01772",6.31866006856295,"MA"
"01773",4.44719217412024,"MA"
"01775",5.96738346518536,"MA"
"01776",5.64364992001057,"MA"
"01778",5.12306578084585,"MA"
"01784",5.41104888928724,"MA"
"01801",5.24644244842635,"MA"
"01803",5.47001630666758,"MA"
"01805",5.4423359872045,"MA"
"01810",3.61907648354487,"MA"
"01812",4.71315476628436,"MA"
"01813",5.28815568219547,"MA"
"01815",5.28815568219547,"MA"
"01821",4.41455006596607,"MA"
"01822",4.75091834185652,"MA"
"01824",5.24662196096552,"MA"
"01826",3.81467666341698,"MA"
"01827",4.06554747218095,"MA"
"01830",4.10852867529541,"MA"
"01831",3.91765590738009,"MA"
"01832",4.47909661644803,"MA"
"01833",2.93281404746574,"MA"
"01834",2.8776416692806,"MA"
"01835",3.95872102811487,"MA"
"01840",3.00481271049264,"MA"
"01841",3.53738076938625,"MA"
"01842",2.71326959418557,"MA"
"01843",3.56957178732256,"MA"
"01844",4.12008366942354,"MA"
"01845",2.69447788756304,"MA"
"01850",3.54423856070567,"MA"
"01851",4.42022072562739,"MA"
"01852",3.95701767347858,"MA"
"01853",3.91833530149789,"MA"
"01854",4.40351820322663,"MA"
"01860",3.53261254730082,"MA"
"01862",4.56635098474299,"MA"
"01863",4.92560349415034,"MA"
"01864",2.83375992981677,"MA"
"01865",4.44921254629807,"MA"
"01866",4.22573517346279,"MA"
"01867",4.64607332844281,"MA"
"01876",3.92034563383287,"MA"
"01879",4.31931691092191,"MA"
"01880",5.51909540846463,"MA"
"01885",2.35114553422001,"MA"
"01886",4.4842959289916,"MA"
"01887",4.18577747137761,"MA"
"01888",5.28815568219547,"MA"
"01889",3.49392872101361,"MA"
"01890",5.40221661570273,"MA"
"01899",4.71315476628436,"MA"
"01902",4.98306005280035,"MA"
"01903",5.42957648477956,"MA"
"01904",4.60912514061488,"MA"
"01905",4.28631754589999,"MA"
"01906",4.64137078251819,"MA"
"01907",4.90890815984117,"MA"
"01908",4.92437956480376,"MA"
"01910",5.04938217094677,"MA"
"01913",3.44483002508551,"MA"
"01915",4.16988664061448,"MA"
"01921",2.67733299444495,"MA"
"01922",2.42950945387572,"MA"
"01923",5.02458308198485,"MA"
"01929",2.68931454356826,"MA"
"01930",3.15457857162095,"MA"
"01931",4.41081026695607,"MA"
"01936",2.48900523679324,"MA"
"01937",4.71792457046214,"MA"
"01938",2.90566873345949,"MA"
"01940",4.35919020422608,"MA"
"01944",3.26494541045531,"MA"
"01945",4.95054233530266,"MA"
"01949",2.82521719545754,"MA"
"01950",3.40521540860284,"MA"
"01951",3.30226278283636,"MA"
"01952",2.73501293155395,"MA"
"01960",5.09575360088316,"MA"
"01961",5.26736350750789,"MA"
"01965",3.55034100284253,"MA"
"01966",3.94309659421439,"MA"
"01969",2.70917809350617,"MA"
"01970",4.53826337324759,"MA"
"01971",5.23223063136668,"MA"
"01982",2.79404411294784,"MA"
"01983",2.80373394883526,"MA"
"01984",3.62266484484275,"MA"
"01985",3.07512594292711,"MA"
"02018",4.34676305829229,"MA"
"02019",5.17818740532024,"MA"
"02020",4.19001623367561,"MA"
"02021",2.62035275217923,"MA"
"02025",3.01571005493577,"MA"
"02026",3.4019735681863,"MA"
"02027",3.53315727862195,"MA"
"02030",2.82492314494277,"MA"
"02032",3.46745651496892,"MA"
"02035",4.21277718573308,"MA"
"02038",4.99561691290085,"MA"
"02040",3.38739311553198,"MA"
"02041",3.33334401603512,"MA"
"02043",3.3902616605365,"MA"
"02044",3.73516925873561,"MA"
"02045",3.78094864711812,"MA"
"02047",4.59801846643087,"MA"
"02048",3.99972992412294,"MA"
"02050",3.12348720316198,"MA"
"02051",1.95460797128866,"MA"
"02052",3.14727087653473,"MA"
"02053",4.18840260601428,"MA"
"02054",3.40251952599119,"MA"
"02055",5.88554758908058,"MA"
"02056",3.78182061354667,"MA"
"02059",3.33334401603512,"MA"
"02060",3.06368149166584,"MA"
"02061",3.26325099620825,"MA"
"02062",2.75452480881025,"MA"
"02065",4.19001623367561,"MA"
"02066",3.2083817551053,"MA"
"02067",3.59949213022668,"MA"
"02070",3.95074886727708,"MA"
"02071",3.58142165111482,"MA"
"02072",4.13051419096031,"MA"
"02081",3.41537228828347,"MA"
"02090",3.22210024995542,"MA"
"02093",4.56747629032401,"MA"
"02109",5.4210931627075,"MA"
"02110",4.29312303669137,"MA"
"02112",4.29312303669137,"MA"
"02114",4.9026249401065,"MA"
"02115",3.91143096556472,"MA"
"02116",3.75527302230371,"MA"
"02117",3.37265519140538,"MA"
"02118",3.68538340394145,"MA"
"02119",3.41099480110586,"MA"
"02120",3.8469117176465,"MA"
"02121",3.49441195699687,"MA"
"02122",4.19707176361585,"MA"
"02123",4.31073393459295,"MA"
"02124",3.06066503340095,"MA"
"02125",3.85241438669064,"MA"
"02126",3.32236711692236,"MA"
"02127",3.39507081329864,"MA"
"02128",4.54109074507598,"MA"
"02129",5.41288500735583,"MA"
"02130",3.5968010769237,"MA"
"02131",2.69133128006649,"MA"
"02132",2.68895140582367,"MA"
"02133",3.79592106524892,"MA"
"02134",4.94001719209958,"MA"
"02135",4.65202768258527,"MA"
"02136",2.09027745955729,"MA"
"02137",2.76284852251097,"MA"
"02138",4.82638541816984,"MA"
"02139",5.95630921233783,"MA"
"02140",4.84992865362707,"MA"
"02141",7.21368964024032,"MA"
"02142",5.4763801829796,"MA"
"02143",5.54052249501789,"MA"
"02144",5.16709908279686,"MA"
"02145",5.67896556358143,"MA"
"02148",5.0541851448645,"MA"
"02149",5.02175712805218,"MA"
"02150",5.32929221180667,"MA"
"02151",4.66663687345927,"MA"
"02152",3.67916586932976,"MA"
"02155",5.44304350488338,"MA"
"02156",5.20838552361218,"MA"
"02169",3.58192436618405,"MA"
"02170",2.93488477431165,"MA"
"02171",2.85812063671511,"MA"
"02176",4.97291683091209,"MA"
"02180",5.08455823421485,"MA"
"02184",3.59232873242631,"MA"
"02185",3.40385869920756,"MA"
"02186",2.3549674193898,"MA"
"02187",2.07919784298265,"MA"
"02188",4.14011099047198,"MA"
"02189",3.52360898052855,"MA"
"02190",4.08765757962145,"MA"
"02191",3.33787243493154,"MA"
"02196",2.98157894042611,"MA"
"02201",5.08542297860647,"MA"
"02203",3.79592106524892,"MA"
"02204",5.05446396350541,"MA"
"02205",2.98157894042611,"MA"
"02206",4.47849783276879,"MA"
"02210",4.33393337331965,"MA"
"02211",4.29312303669137,"MA"
"02212",4.29312303669137,"MA"
"02215",4.43115763688601,"MA"
"02216",3.11380122052022,"MA"
"02217",3.37265519140538,"MA"
"02222",6.9244744603565,"MA"
"02228",5.21669758799539,"MA"
"02238",6.35353801539859,"MA"
"02241",2.98157894042611,"MA"
"02266",2.98157894042611,"MA"
"02269",3.22446459271074,"MA"
"02283",2.98157894042611,"MA"
"02284",2.98157894042611,"MA"
"02293",2.98157894042611,"MA"
"02297",2.98157894042611,"MA"
"02298",2.98157894042611,"MA"
"02301",5.33339637751942,"MA"
"02302",4.9578179415245,"MA"
"02303",5.65651121762503,"MA"
"02304",6.73736429828374,"MA"
"02305",6.73736429828374,"MA"
"02322",4.59811393074532,"MA"
"02324",4.07743044712134,"MA"
"02327",4.60255199492655,"MA"
"02330",3.48956887586486,"MA"
"02331",3.23002631168991,"MA"
"02332",3.29554034841233,"MA"
"02333",4.74418948052923,"MA"
"02334",5.85118686499369,"MA"
"02337",4.56918307243973,"MA"
"02338",3.72775999201954,"MA"
"02339",3.96086659562589,"MA"
"02340",3.68731221840625,"MA"
"02341",3.93251471368835,"MA"
"02343",4.13596922277633,"MA"
"02344",6.18083949631496,"MA"
"02345",4.3949846823544,"MA"
"02346",3.74439693370105,"MA"
"02347",3.4529739223864,"MA"
"02348",3.10345929188774,"MA"
"02349",3.46134619313216,"MA"
"02350",4.09057088921196,"MA"
"02351",4.52938631367414,"MA"
"02355",2.84967228093106,"MA"
"02356",4.03073108208973,"MA"
"02357",4.44095757156736,"MA"
"02358",4.09011788617821,"MA"
"02359",3.74265695641762,"MA"
"02360",3.8832951216576,"MA"
"02361",3.59145282799886,"MA"
"02362",3.9948121645216,"MA"
"02364",3.61943686870043,"MA"
"02366",3.55707210937853,"MA"
"02367",3.45227168528002,"MA"
"02368",3.02821684506567,"MA"
"02370",4.48373713014278,"MA"
"02375",3.39106894762521,"MA"
"02379",4.69470063564436,"MA"
"02381",4.21727034662393,"MA"
"02382",4.51081440321956,"MA"
"02420",5.75205088120764,"MA"
"02421",5.4389622886759,"MA"
"02445",3.93070996810502,"MA"
"02446",5.24933207836646,"MA"
"02447",5.33255039261999,"MA"
"02451",4.99123751075357,"MA"
