station,valid,drct,sknt,sped
MYR,2024-01-01 00:56,240.00,4.00,4.60
MYR,2024-01-01 01:56,250.00,6.00,6.90
MYR,2024-01-01 02:56,240.00,5.00,5.75
MYR,2024-01-01 03:56,260.00,7.00,8.05
MYR,2024-01-01 04:56,260.00,7.00,8.05
MYR,2024-01-01 05:56,260.00,8.00,9.20
MYR,2024-01-01 06:56,260.00,9.00,10.35
MYR,2024-01-01 07:56,250.00,7.00,8.05
MYR,2024-01-01 08:56,250.00,9.00,10.35
MYR,2024-01-01 09:56,260.00,9.00,10.35
MYR,2024-01-01 10:56,250.00,7.00,8.05
MYR,2024-01-01 11:56,250.00,6.00,6.90
MYR,2024-01-01 12:56,180.00,9.00,10.35
MYR,2024-01-01 13:56,180.00,9.00,10.35
MYR,2024-01-01 14:56,180.00,8.00,9.20
MYR,2024-01-01 15:56,190.00,10.00,11.50
MYR,2024-01-01 16:56,190.00,3.00,3.45
MYR,2024-01-01 17:56,340.00,13.00,14.95
MYR,2024-01-01 18:08,340.00,7.00,8.05
MYR,2024-01-01 18:56,340.00,7.00,8.05
MYR,2024-01-01 19:56,340.00,11.00,12.65
MYR,2024-01-01 20:56,350.00,12.00,13.80
MYR,2024-01-01 21:56,340.00,16.00,18.40
MYR,2024-01-01 22:56,350.00,12.00,13.80
MYR,2024-01-01 23:56,350.00,12.00,13.80
MYR,2024-01-02 00:56,340.00,13.00,14.95
MYR,2024-01-02 01:56,340.00,12.00,13.80
MYR,2024-01-02 02:56,340.00,12.00,13.80
MYR,2024-01-02 03:56,330.00,11.00,12.65
MYR,2024-01-02 04:56,340.00,11.00,12.65
MYR,2024-01-02 05:56,330.00,10.00,11.50
MYR,2024-01-02 06:56,320.00,9.00,10.35
MYR,2024-01-02 07:56,320.00,6.00,6.90
MYR,2024-01-02 08:56,360.00,11.00,12.65
MYR,2024-01-02 09:56,350.00,11.00,12.65
MYR,2024-01-02 10:56,350.00,14.00,16.10
MYR,2024-01-02 11:56,340.00,9.00,10.35
MYR,2024-01-02 12:56,340.00,9.00,10.35
MYR,2024-01-02 13:56,300.00,9.00,10.35
MYR,2024-01-02 14:56,310.00,9.00,10.35
MYR,2024-01-02 15:56,300.00,8.00,9.20
MYR,2024-01-02 16:56,300.00,8.00,9.20
MYR,2024-01-02 17:56,310.00,3.00,3.45
MYR,2024-01-02 18:56,0.00,0.00,0.00
MYR,2024-01-02 19:56,0.00,0.00,0.00
MYR,2024-01-02 20:56,0.00,0.00,0.00
MYR,2024-01-02 21:56,0.00,0.00,0.00
MYR,2024-01-02 22:56,0.00,0.00,0.00
MYR,2024-01-02 23:56,250.00,5.00,5.75
MYR,2024-01-03 00:56,290.00,3.00,3.45
MYR,2024-01-03 01:56,250.00,5.00,5.75
MYR,2024-01-03 02:56,260.00,5.00,5.75
MYR,2024-01-03 03:56,0.00,0.00,0.00
MYR,2024-01-03 04:56,0.00,0.00,0.00
MYR,2024-01-03 05:56,0.00,0.00,0.00
MYR,2024-01-03 06:56,0.00,0.00,0.00
MYR,2024-01-03 07:56,0.00,0.00,0.00
MYR,2024-01-03 08:56,270.00,4.00,4.60
MYR,2024-01-03 09:56,270.00,4.00,4.60
MYR,2024-01-03 10:56,260.00,5.00,5.75
MYR,2024-01-03 11:56,210.00,6.00,6.90
MYR,2024-01-03 12:56,180.00,7.00,8.05
MYR,2024-01-03 13:56,190.00,6.00,6.90
MYR,2024-01-03 14:56,220.00,4.00,4.60
MYR,2024-01-03 15:56,260.00,5.00,5.75
MYR,2024-01-03 16:56,0.00,0.00,0.00
MYR,2024-01-03 17:56,0.00,0.00,0.00
MYR,2024-01-03 18:56,0.00,0.00,0.00
MYR,2024-01-03 19:56,0.00,0.00,0.00
MYR,2024-01-03 20:56,0.00,0.00,0.00
MYR,2024-01-03 21:56,290.00,6.00,6.90
MYR,2024-01-03 22:56,310.00,9.00,10.35
MYR,2024-01-03 23:56,310.00,5.00,5.75
MYR,2024-01-04 00:56,0.00,0.00,0.00
MYR,2024-01-04 01:56,0.00,0.00,0.00
MYR,2024-01-04 02:56,0.00,0.00,0.00
MYR,2024-01-04 03:56,290.00,4.00,4.60
MYR,2024-01-04 04:56,280.00,5.00,5.75
MYR,2024-01-04 05:56,260.00,3.00,3.45
MYR,2024-01-04 06:56,300.00,5.00,5.75
MYR,2024-01-04 07:56,310.00,8.00,9.20
MYR,2024-01-04 08:56,320.00,11.00,12.65
MYR,2024-01-04 09:56,350.00,10.00,11.50
MYR,2024-01-04 10:56,350.00,14.00,16.10
MYR,2024-01-04 11:56,330.00,15.00,17.25
MYR,2024-01-04 12:56,340.00,18.00,20.70
MYR,2024-01-04 13:56,340.00,13.00,14.95
MYR,2024-01-04 14:56,340.00,14.00,16.10
MYR,2024-01-04 15:56,350.00,9.00,10.35
MYR,2024-01-04 16:56,340.00,9.00,10.35
MYR,2024-01-04 17:56,10.00,5.00,5.75
MYR,2024-01-04 18:56,320.00,3.00,3.45
MYR,2024-01-04 19:56,20.00,3.00,3.45
MYR,2024-01-04 20:56,10.00,3.00,3.45
MYR,2024-01-04 21:56,360.00,7.00,8.05
MYR,2024-01-04 22:56,10.00,7.00,8.05
MYR,2024-01-04 23:56,360.00,7.00,8.05
MYR,2024-01-05 00:56,360.00,6.00,6.90
MYR,2024-01-05 01:56,10.00,6.00,6.90
MYR,2024-01-05 02:56,20.00,4.00,4.60
MYR,2024-01-05 03:56,10.00,3.00,3.45
MYR,2024-01-05 04:56,330.00,4.00,4.60
MYR,2024-01-05 05:56,350.00,5.00,5.75
MYR,2024-01-05 06:56,340.00,5.00,5.75
MYR,2024-01-05 07:56,20.00,4.00,4.60
MYR,2024-01-05 08:56,20.00,5.00,5.75
MYR,2024-01-05 09:56,null,6.00,6.90
MYR,2024-01-05 10:56,80.00,6.00,6.90
MYR,2024-01-05 11:56,100.00,7.00,8.05
MYR,2024-01-05 12:56,90.00,8.00,9.20
MYR,2024-01-05 13:56,80.00,7.00,8.05
MYR,2024-01-05 14:56,90.00,7.00,8.05
MYR,2024-01-05 15:56,null,6.00,6.90
MYR,2024-01-05 16:56,null,4.00,4.60
MYR,2024-01-05 17:56,null,3.00,3.45
MYR,2024-01-05 18:56,null,4.00,4.60
MYR,2024-01-05 19:56,70.00,5.00,5.75
MYR,2024-01-05 20:18,60.00,4.00,4.60
MYR,2024-01-05 20:36,null,5.00,5.75
MYR,2024-01-05 20:56,null,6.00,6.90
MYR,2024-01-05 21:56,60.00,5.00,5.75
MYR,2024-01-05 22:56,70.00,5.00,5.75
MYR,2024-01-05 23:56,60.00,7.00,8.05
MYR,2024-01-06 00:56,60.00,8.00,9.20
MYR,2024-01-06 01:56,50.00,6.00,6.90
MYR,2024-01-06 02:56,30.00,5.00,5.75
MYR,2024-01-06 03:56,70.00,6.00,6.90
MYR,2024-01-06 04:56,80.00,6.00,6.90
MYR,2024-01-06 05:56,110.00,12.00,13.80
MYR,2024-01-06 06:56,100.00,8.00,9.20
MYR,2024-01-06 07:56,110.00,10.00,11.50
MYR,2024-01-06 08:56,140.00,23.00,26.45
MYR,2024-01-06 09:36,140.00,19.00,21.85
MYR,2024-01-06 09:56,140.00,16.00,18.40
MYR,2024-01-06 10:27,150.00,20.00,23.00
MYR,2024-01-06 10:49,150.00,22.00,25.30
MYR,2024-01-06 10:56,150.00,20.00,23.00
MYR,2024-01-06 11:09,160.00,19.00,21.85
MYR,2024-01-06 11:56,160.00,14.00,16.10
MYR,2024-01-06 12:20,170.00,15.00,17.25
MYR,2024-01-06 12:56,180.00,16.00,18.40
MYR,2024-01-06 13:08,190.00,13.00,14.95
MYR,2024-01-06 13:20,200.00,14.00,16.10
MYR,2024-01-06 13:53,190.00,9.00,10.35
MYR,2024-01-06 13:56,180.00,7.00,8.05
MYR,2024-01-06 14:56,190.00,8.00,9.20
MYR,2024-01-06 15:51,250.00,9.00,10.35
MYR,2024-01-06 15:56,250.00,8.00,9.20
MYR,2024-01-06 16:56,180.00,7.00,8.05
MYR,2024-01-06 17:56,300.00,9.00,10.35
MYR,2024-01-06 18:56,300.00,10.00,11.50
MYR,2024-01-06 19:56,300.00,8.00,9.20
MYR,2024-01-06 20:56,290.00,3.00,3.45
MYR,2024-01-06 21:56,290.00,10.00,11.50
MYR,2024-01-06 22:56,290.00,5.00,5.75
MYR,2024-01-06 23:43,290.00,7.00,8.05
MYR,2024-01-06 23:56,280.00,6.00,6.90
MYR,2024-01-07 00:56,280.00,5.00,5.75
MYR,2024-01-07 01:13,250.00,4.00,4.60
MYR,2024-01-07 01:56,240.00,3.00,3.45
MYR,2024-01-07 02:56,260.00,4.00,4.60
MYR,2024-01-07 03:56,240.00,4.00,4.60
MYR,2024-01-07 04:56,250.00,7.00,8.05
MYR,2024-01-07 05:56,260.00,9.00,10.35
MYR,2024-01-07 06:56,270.00,10.00,11.50
MYR,2024-01-07 07:56,260.00,13.00,14.95
MYR,2024-01-07 08:56,270.00,11.00,12.65
MYR,2024-01-07 09:09,260.00,12.00,13.80
MYR,2024-01-07 09:56,280.00,11.00,12.65
MYR,2024-01-07 10:56,290.00,14.00,16.10
MYR,2024-01-07 11:56,260.00,13.00,14.95
MYR,2024-01-07 12:56,280.00,14.00,16.10
MYR,2024-01-07 13:56,290.00,12.00,13.80
MYR,2024-01-07 14:56,290.00,15.00,17.25
MYR,2024-01-07 15:56,270.00,11.00,12.65
MYR,2024-01-07 16:56,290.00,8.00,9.20
MYR,2024-01-07 17:56,300.00,9.00,10.35
MYR,2024-01-07 18:56,280.00,10.00,11.50
MYR,2024-01-07 19:56,270.00,7.00,8.05
MYR,2024-01-07 20:56,260.00,7.00,8.05
MYR,2024-01-07 21:56,280.00,8.00,9.20
MYR,2024-01-07 22:56,290.00,6.00,6.90
MYR,2024-01-07 23:56,300.00,6.00,6.90
MYR,2024-01-08 00:56,330.00,7.00,8.05
MYR,2024-01-08 01:56,340.00,3.00,3.45
MYR,2024-01-08 02:56,0.00,0.00,0.00
MYR,2024-01-08 03:56,340.00,4.00,4.60
MYR,2024-01-08 04:56,350.00,8.00,9.20
MYR,2024-01-08 05:56,350.00,6.00,6.90
MYR,2024-01-08 06:56,10.00,7.00,8.05
MYR,2024-01-08 07:56,10.00,5.00,5.75
MYR,2024-01-08 08:56,10.00,6.00,6.90
MYR,2024-01-08 09:56,null,5.00,5.75
MYR,2024-01-08 10:56,40.00,7.00,8.05
MYR,2024-01-08 11:56,70.00,8.00,9.20
MYR,2024-01-08 12:56,null,6.00,6.90
MYR,2024-01-08 13:56,80.00,7.00,8.05
MYR,2024-01-08 14:56,null,5.00,5.75
MYR,2024-01-08 15:56,60.00,5.00,5.75
MYR,2024-01-08 16:56,50.00,7.00,8.05
MYR,2024-01-08 17:56,30.00,4.00,4.60
MYR,2024-01-08 18:56,null,3.00,3.45
MYR,2024-01-08 19:56,null,5.00,5.75
MYR,2024-01-08 20:56,50.00,9.00,10.35
MYR,2024-01-08 21:56,60.00,10.00,11.50
MYR,2024-01-08 22:56,50.00,9.00,10.35
MYR,2024-01-08 23:56,null,6.00,6.90
MYR,2024-01-09 00:56,60.00,8.00,9.20
MYR,2024-01-09 01:56,90.00,7.00,8.05
MYR,2024-01-09 02:56,330.00,4.00,4.60
MYR,2024-01-09 03:31,40.00,4.00,4.60
MYR,2024-01-09 03:56,60.00,4.00,4.60
MYR,2024-01-09 04:56,120.00,17.00,19.55
MYR,2024-01-09 05:56,130.00,16.00,18.40
MYR,2024-01-09 06:56,130.00,20.00,23.00
MYR,2024-01-09 07:56,150.00,18.00,20.70
MYR,2024-01-09 08:56,140.00,16.00,18.40
MYR,2024-01-09 09:56,150.00,16.00,18.40
MYR,2024-01-09 10:56,150.00,23.00,26.45
MYR,2024-01-09 11:20,150.00,22.00,25.30
MYR,2024-01-09 11:56,150.00,25.00,28.75
MYR,2024-01-09 12:56,160.00,23.00,26.45
MYR,2024-01-09 13:56,150.00,24.00,27.60
MYR,2024-01-09 14:15,160.00,26.00,29.90
MYR,2024-01-09 14:30,160.00,24.00,27.60
MYR,2024-01-09 14:56,170.00,20.00,23.00
MYR,2024-01-09 15:19,180.00,19.00,21.85
MYR,2024-01-09 15:33,180.00,20.00,23.00
MYR,2024-01-09 15:56,170.00,23.00,26.45
MYR,2024-01-09 16:34,null,null,null
MYR,2024-01-09 16:37,160.00,26.00,29.90
MYR,2024-01-09 16:56,170.00,31.00,35.65
MYR,2024-01-09 17:33,200.00,20.00,23.00
MYR,2024-01-09 17:56,190.00,21.00,24.15
MYR,2024-01-09 18:14,190.00,22.00,25.30
MYR,2024-01-09 18:46,250.00,20.00,23.00
MYR,2024-01-09 18:56,250.00,16.00,18.40
MYR,2024-01-09 19:11,260.00,11.00,12.65
MYR,2024-01-09 19:32,210.00,7.00,8.05
MYR,2024-01-09 19:50,220.00,13.00,14.95
MYR,2024-01-09 19:56,230.00,16.00,18.40
MYR,2024-01-09 20:56,210.00,8.00,9.20
MYR,2024-01-09 21:37,240.00,10.00,11.50
MYR,2024-01-09 21:56,230.00,11.00,12.65
MYR,2024-01-09 22:56,240.00,11.00,12.65
MYR,2024-01-09 23:56,240.00,14.00,16.10
MYR,2024-01-10 00:56,220.00,12.00,13.80
MYR,2024-01-10 01:56,220.00,11.00,12.65
MYR,2024-01-10 02:56,240.00,18.00,20.70
MYR,2024-01-10 03:56,260.00,13.00,14.95
MYR,2024-01-10 04:56,260.00,24.00,27.60
MYR,2024-01-10 05:56,260.00,24.00,27.60
MYR,2024-01-10 06:56,250.00,15.00,17.25
MYR,2024-01-10 07:56,260.00,13.00,14.95
MYR,2024-01-10 08:54,260.00,17.00,19.55
MYR,2024-01-10 08:56,260.00,16.00,18.40
MYR,2024-01-10 09:56,270.00,18.00,20.70
MYR,2024-01-10 10:56,280.00,16.00,18.40
MYR,2024-01-10 11:56,280.00,14.00,16.10
MYR,2024-01-10 12:56,250.00,13.00,14.95
MYR,2024-01-10 13:56,260.00,8.00,9.20
MYR,2024-01-10 14:56,280.00,12.00,13.80
MYR,2024-01-10 15:56,260.00,10.00,11.50
MYR,2024-01-10 16:56,270.00,11.00,12.65
MYR,2024-01-10 17:56,250.00,5.00,5.75
MYR,2024-01-10 18:56,250.00,3.00,3.45
MYR,2024-01-10 19:56,300.00,5.00,5.75
MYR,2024-01-10 20:56,230.00,3.00,3.45
MYR,2024-01-10 21:56,210.00,4.00,4.60
MYR,2024-01-10 22:56,230.00,3.00,3.45
MYR,2024-01-10 23:56,250.00,3.00,3.45
MYR,2024-01-11 00:56,0.00,0.00,0.00
MYR,2024-01-11 01:56,260.00,4.00,4.60
MYR,2024-01-11 02:56,260.00,5.00,5.75
MYR,2024-01-11 03:56,270.00,7.00,8.05
MYR,2024-01-11 04:56,270.00,8.00,9.20
MYR,2024-01-11 05:56,250.00,8.00,9.20
MYR,2024-01-11 06:56,260.00,7.00,8.05
MYR,2024-01-11 07:56,260.00,4.00,4.60
MYR,2024-01-11 08:56,230.00,3.00,3.45
MYR,2024-01-11 09:56,250.00,6.00,6.90
MYR,2024-01-11 10:56,260.00,5.00,5.75
MYR,2024-01-11 11:56,260.00,7.00,8.05
MYR,2024-01-11 12:56,250.00,8.00,9.20
MYR,2024-01-11 13:56,250.00,5.00,5.75
MYR,2024-01-11 14:56,170.00,8.00,9.20
MYR,2024-01-11 15:56,180.00,8.00,9.20
MYR,2024-01-11 16:56,190.00,9.00,10.35
MYR,2024-01-11 17:56,200.00,8.00,9.20
MYR,2024-01-11 18:56,200.00,5.00,5.75
MYR,2024-01-11 19:56,220.00,5.00,5.75
MYR,2024-01-11 20:56,0.00,0.00,0.00
MYR,2024-01-11 21:56,0.00,0.00,0.00
MYR,2024-01-11 22:56,350.00,3.00,3.45
MYR,2024-01-11 23:56,0.00,0.00,0.00
MYR,2024-01-12 00:56,0.00,0.00,0.00
MYR,2024-01-12 01:56,0.00,0.00,0.00
MYR,2024-01-12 02:56,0.00,0.00,0.00
MYR,2024-01-12 03:56,0.00,0.00,0.00
MYR,2024-01-12 04:56,0.00,0.00,0.00
MYR,2024-01-12 05:56,0.00,0.00,0.00
MYR,2024-01-12 06:56,340.00,3.00,3.45
MYR,2024-01-12 07:56,20.00,3.00,3.45
MYR,2024-01-12 08:56,20.00,4.00,4.60
MYR,2024-01-12 09:56,70.00,6.00,6.90
MYR,2024-01-12 10:56,70.00,8.00,9.20
MYR,2024-01-12 11:56,70.00,9.00,10.35
MYR,2024-01-12 12:56,70.00,9.00,10.35
MYR,2024-01-12 13:56,80.00,8.00,9.20
MYR,2024-01-12 14:22,80.00,9.00,10.35
MYR,2024-01-12 14:56,90.00,9.00,10.35
MYR,2024-01-12 15:56,120.00,10.00,11.50
MYR,2024-01-12 16:35,130.00,18.00,20.70
MYR,2024-01-12 16:56,130.00,12.00,13.80
MYR,2024-01-12 17:29,150.00,7.00,8.05
MYR,2024-01-12 17:56,150.00,18.00,20.70
MYR,2024-01-12 18:08,150.00,19.00,21.85
MYR,2024-01-12 18:56,150.00,20.00,23.00
MYR,2024-01-12 19:22,150.00,22.00,25.30
MYR,2024-01-12 19:53,160.00,14.00,16.10
MYR,2024-01-12 19:56,160.00,18.00,20.70
MYR,2024-01-12 20:35,170.00,15.00,17.25
MYR,2024-01-12 20:56,180.00,15.00,17.25
MYR,2024-01-12 21:02,200.00,14.00,16.10
MYR,2024-01-12 21:56,190.00,14.00,16.10
MYR,2024-01-12 22:56,190.00,13.00,14.95
MYR,2024-01-12 23:08,200.00,13.00,14.95
MYR,2024-01-12 23:39,220.00,8.00,9.20
MYR,2024-01-12 23:56,220.00,11.00,12.65
MYR,2024-01-13 00:42,200.00,14.00,16.10
MYR,2024-01-13 00:56,190.00,12.00,13.80
MYR,2024-01-13 01:18,210.00,11.00,12.65
MYR,2024-01-13 01:56,190.00,8.00,9.20
MYR,2024-01-13 02:56,180.00,7.00,8.05
MYR,2024-01-13 03:21,250.00,20.00,23.00
MYR,2024-01-13 03:38,280.00,12.00,13.80
MYR,2024-01-13 03:56,270.00,16.00,18.40
MYR,2024-01-13 04:56,270.00,12.00,13.80
MYR,2024-01-13 05:56,250.00,9.00,10.35
MYR,2024-01-13 06:56,240.00,9.00,10.35
MYR,2024-01-13 07:56,260.00,18.00,20.70
MYR,2024-01-13 08:56,270.00,15.00,17.25
MYR,2024-01-13 09:56,270.00,14.00,16.10
MYR,2024-01-13 10:56,270.00,22.00,25.30
MYR,2024-01-13 11:56,270.00,13.00,14.95
MYR,2024-01-13 12:56,270.00,13.00,14.95
MYR,2024-01-13 13:56,280.00,18.00,20.70
MYR,2024-01-13 14:56,290.00,18.00,20.70
MYR,2024-01-13 15:56,290.00,13.00,14.95
MYR,2024-01-13 16:56,290.00,11.00,12.65
MYR,2024-01-13 17:56,280.00,11.00,12.65
MYR,2024-01-13 18:56,280.00,8.00,9.20
MYR,2024-01-13 19:56,280.00,7.00,8.05
MYR,2024-01-13 20:56,270.00,6.00,6.90
MYR,2024-01-13 21:56,270.00,6.00,6.90
MYR,2024-01-13 22:56,260.00,6.00,6.90
MYR,2024-01-13 23:56,260.00,7.00,8.05
MYR,2024-01-14 00:56,270.00,6.00,6.90
MYR,2024-01-14 01:56,280.00,8.00,9.20
MYR,2024-01-14 02:56,280.00,6.00,6.90
MYR,2024-01-14 03:56,280.00,5.00,5.75
MYR,2024-01-14 04:56,300.00,7.00,8.05
MYR,2024-01-14 05:56,310.00,7.00,8.05
MYR,2024-01-14 06:56,300.00,6.00,6.90
MYR,2024-01-14 07:56,290.00,6.00,6.90
MYR,2024-01-14 08:56,290.00,7.00,8.05
MYR,2024-01-14 09:56,300.00,9.00,10.35
MYR,2024-01-14 10:56,280.00,8.00,9.20
MYR,2024-01-14 11:56,260.00,8.00,9.20
MYR,2024-01-14 12:56,270.00,12.00,13.80
MYR,2024-01-14 13:56,270.00,14.00,16.10
MYR,2024-01-14 14:24,180.00,12.00,13.80
MYR,2024-01-14 14:56,190.00,12.00,13.80
MYR,2024-01-14 15:56,190.00,13.00,14.95
MYR,2024-01-14 16:56,190.00,11.00,12.65
MYR,2024-01-14 17:56,210.00,7.00,8.05
MYR,2024-01-14 18:56,210.00,6.00,6.90
MYR,2024-01-14 19:56,220.00,7.00,8.05
MYR,2024-01-14 20:56,230.00,3.00,3.45
MYR,2024-01-14 21:56,210.00,5.00,5.75
MYR,2024-01-14 22:56,240.00,5.00,5.75
MYR,2024-01-14 23:56,220.00,4.00,4.60
MYR,2024-01-15 00:56,230.00,3.00,3.45
MYR,2024-01-15 01:56,210.00,5.00,5.75
MYR,2024-01-15 02:56,220.00,4.00,4.60
MYR,2024-01-15 03:56,210.00,3.00,3.45
MYR,2024-01-15 04:56,260.00,4.00,4.60
MYR,2024-01-15 05:56,210.00,5.00,5.75
MYR,2024-01-15 06:56,330.00,3.00,3.45
MYR,2024-01-15 07:56,350.00,3.00,3.45
MYR,2024-01-15 08:56,360.00,3.00,3.45
MYR,2024-01-15 09:56,280.00,3.00,3.45
MYR,2024-01-15 10:56,130.00,4.00,4.60
MYR,2024-01-15 11:56,150.00,5.00,5.75
MYR,2024-01-15 12:56,110.00,6.00,6.90
MYR,2024-01-15 13:56,110.00,5.00,5.75
MYR,2024-01-15 14:56,100.00,7.00,8.05
MYR,2024-01-15 15:56,80.00,4.00,4.60
MYR,2024-01-15 16:56,80.00,4.00,4.60
MYR,2024-01-15 17:56,90.00,5.00,5.75
MYR,2024-01-15 18:56,60.00,4.00,4.60
MYR,2024-01-15 19:56,340.00,3.00,3.45
MYR,2024-01-15 20:56,80.00,4.00,4.60
MYR,2024-01-15 21:56,0.00,0.00,0.00
MYR,2024-01-15 22:56,120.00,3.00,3.45
MYR,2024-01-15 23:56,0.00,0.00,0.00
MYR,2024-01-16 00:19,0.00,0.00,0.00
MYR,2024-01-16 00:56,0.00,0.00,0.00
MYR,2024-01-16 01:56,0.00,0.00,0.00
MYR,2024-01-16 01:59,340.00,3.00,3.45
MYR,2024-01-16 02:30,0.00,0.00,0.00
MYR,2024-01-16 02:39,0.00,0.00,0.00
MYR,2024-01-16 02:42,0.00,0.00,0.00
MYR,2024-01-16 02:46,0.00,0.00,0.00
MYR,2024-01-16 02:56,0.00,0.00,0.00
MYR,2024-01-16 03:05,0.00,0.00,0.00
MYR,2024-01-16 03:20,0.00,0.00,0.00
MYR,2024-01-16 03:40,0.00,0.00,0.00
MYR,2024-01-16 03:56,0.00,0.00,0.00
MYR,2024-01-16 04:10,0.00,0.00,0.00
MYR,2024-01-16 04:32,180.00,3.00,3.45
MYR,2024-01-16 04:38,180.00,3.00,3.45
MYR,2024-01-16 04:52,210.00,4.00,4.60
MYR,2024-01-16 04:56,200.00,4.00,4.60
MYR,2024-01-16 05:18,230.00,4.00,4.60
MYR,2024-01-16 05:41,270.00,4.00,4.60
MYR,2024-01-16 05:56,280.00,3.00,3.45
MYR,2024-01-16 06:56,160.00,5.00,5.75
MYR,2024-01-16 07:32,0.00,0.00,0.00
MYR,2024-01-16 07:46,0.00,0.00,0.00
MYR,2024-01-16 07:56,0.00,0.00,0.00
MYR,2024-01-16 08:00,0.00,0.00,0.00
MYR,2024-01-16 08:14,190.00,5.00,5.75
MYR,2024-01-16 08:56,180.00,5.00,5.75
MYR,2024-01-16 09:51,180.00,10.00,11.50
MYR,2024-01-16 09:56,190.00,9.00,10.35
MYR,2024-01-16 10:56,280.00,6.00,6.90
MYR,2024-01-16 11:56,290.00,8.00,9.20
MYR,2024-01-16 12:56,290.00,6.00,6.90
MYR,2024-01-16 13:56,0.00,0.00,0.00
MYR,2024-01-16 14:56,290.00,11.00,12.65
MYR,2024-01-16 15:44,300.00,11.00,12.65
MYR,2024-01-16 15:56,300.00,10.00,11.50
MYR,2024-01-16 16:14,310.00,10.00,11.50
MYR,2024-01-16 16:56,300.00,12.00,13.80
MYR,2024-01-16 17:15,300.00,12.00,13.80
MYR,2024-01-16 17:56,310.00,16.00,18.40
MYR,2024-01-16 18:50,330.00,19.00,21.85
MYR,2024-01-16 18:56,340.00,19.00,21.85
MYR,2024-01-16 19:56,330.00,11.00,12.65
MYR,2024-01-16 20:50,350.00,12.00,13.80
MYR,2024-01-16 20:56,360.00,12.00,13.80
MYR,2024-01-16 21:28,350.00,13.00,14.95
MYR,2024-01-16 21:51,360.00,12.00,13.80
MYR,2024-01-16 21:56,360.00,10.00,11.50
MYR,2024-01-16 22:39,350.00,12.00,13.80
MYR,2024-01-16 22:56,350.00,11.00,12.65
MYR,2024-01-16 23:56,350.00,11.00,12.65
MYR,2024-01-17 00:56,350.00,13.00,14.95
MYR,2024-01-17 01:56,330.00,12.00,13.80
MYR,2024-01-17 02:56,350.00,13.00,14.95
MYR,2024-01-17 03:56,340.00,12.00,13.80
MYR,2024-01-17 04:56,330.00,10.00,11.50
MYR,2024-01-17 05:56,330.00,11.00,12.65
MYR,2024-01-17 06:56,330.00,11.00,12.65
MYR,2024-01-17 07:56,330.00,13.00,14.95
MYR,2024-01-17 08:56,330.00,13.00,14.95
MYR,2024-01-17 09:56,340.00,11.00,12.65
MYR,2024-01-17 10:56,310.00,9.00,10.35
MYR,2024-01-17 11:56,290.00,7.00,8.05
MYR,2024-01-17 12:56,320.00,8.00,9.20
MYR,2024-01-17 13:56,340.00,8.00,9.20
MYR,2024-01-17 14:56,360.00,6.00,6.90
MYR,2024-01-17 15:56,330.00,9.00,10.35
MYR,2024-01-17 16:56,290.00,6.00,6.90
MYR,2024-01-17 17:56,0.00,0.00,0.00
MYR,2024-01-17 18:56,0.00,0.00,0.00
MYR,2024-01-17 19:56,0.00,0.00,0.00
MYR,2024-01-17 20:56,0.00,0.00,0.00
MYR,2024-01-17 21:56,340.00,3.00,3.45
MYR,2024-01-17 22:56,0.00,0.00,0.00
MYR,2024-01-17 23:56,0.00,0.00,0.00
MYR,2024-01-18 00:56,350.00,3.00,3.45
MYR,2024-01-18 01:56,0.00,0.00,0.00
MYR,2024-01-18 02:56,0.00,0.00,0.00
MYR,2024-01-18 03:56,0.00,0.00,0.00
MYR,2024-01-18 04:56,0.00,0.00,0.00
MYR,2024-01-18 05:56,0.00,0.00,0.00
MYR,2024-01-18 06:56,0.00,0.00,0.00
MYR,2024-01-18 07:56,340.00,4.00,4.60
MYR,2024-01-18 08:56,0.00,0.00,0.00
MYR,2024-01-18 09:56,120.00,6.00,6.90
MYR,2024-01-18 10:56,90.00,5.00,5.75
MYR,2024-01-18 11:56,100.00,5.00,5.75
MYR,2024-01-18 12:56,null,4.00,4.60
MYR,2024-01-18 13:56,120.00,6.00,6.90
MYR,2024-01-18 14:56,80.00,6.00,6.90
MYR,2024-01-18 15:56,100.00,6.00,6.90
MYR,2024-01-18 16:56,80.00,3.00,3.45
MYR,2024-01-18 17:56,0.00,0.00,0.00
MYR,2024-01-18 18:56,100.00,3.00,3.45
MYR,2024-01-18 19:56,0.00,0.00,0.00
MYR,2024-01-18 20:56,0.00,0.00,0.00
MYR,2024-01-18 21:56,350.00,3.00,3.45
MYR,2024-01-18 22:56,330.00,4.00,4.60
MYR,2024-01-18 23:56,330.00,4.00,4.60
MYR,2024-01-19 00:56,0.00,0.00,0.00
MYR,2024-01-19 01:56,0.00,0.00,0.00
MYR,2024-01-19 02:56,240.00,4.00,4.60
MYR,2024-01-19 03:56,280.00,5.00,5.75
MYR,2024-01-19 04:56,220.00,5.00,5.75
MYR,2024-01-19 05:56,270.00,9.00,10.35
MYR,2024-01-19 06:56,270.00,13.00,14.95
MYR,2024-01-19 07:26,270.00,14.00,16.10
MYR,2024-01-19 07:38,260.00,11.00,12.65
MYR,2024-01-19 07:56,250.00,8.00,9.20
MYR,2024-01-19 08:50,260.00,10.00,11.50
MYR,2024-01-19 08:56,260.00,14.00,16.10
MYR,2024-01-19 09:56,260.00,12.00,13.80
