station,valid,drct,sknt,sped
MYR,2024-07-14 04:56,0.00,0.00,0.00
MYR,2024-07-14 05:56,280.00,3.00,3.45
MYR,2024-07-14 06:56,210.00,3.00,3.45
MYR,2024-07-14 07:56,260.00,4.00,4.60
MYR,2024-07-14 08:34,270.00,7.00,8.05
MYR,2024-07-14 08:56,260.00,7.00,8.05
MYR,2024-07-14 09:56,290.00,9.00,10.35
MYR,2024-07-14 10:56,310.00,6.00,6.90
MYR,2024-07-14 11:56,160.00,11.00,12.65
MYR,2024-07-14 12:56,180.00,12.00,13.80
MYR,2024-07-14 13:56,180.00,12.00,13.80
MYR,2024-07-14 14:56,170.00,13.00,14.95
MYR,2024-07-14 15:56,180.00,13.00,14.95
MYR,2024-07-14 16:24,180.00,14.00,16.10
MYR,2024-07-14 16:56,180.00,12.00,13.80
MYR,2024-07-14 17:16,170.00,12.00,13.80
MYR,2024-07-14 17:56,190.00,15.00,17.25
MYR,2024-07-14 18:56,190.00,14.00,16.10
MYR,2024-07-14 19:56,190.00,12.00,13.80
MYR,2024-07-14 20:56,200.00,10.00,11.50
MYR,2024-07-14 21:56,200.00,10.00,11.50
MYR,2024-07-14 22:56,210.00,6.00,6.90
MYR,2024-07-14 23:56,210.00,7.00,8.05
MYR,2024-07-15 00:56,220.00,7.00,8.05
MYR,2024-07-15 01:56,210.00,7.00,8.05
MYR,2024-07-15 02:56,210.00,6.00,6.90
MYR,2024-07-15 03:56,240.00,5.00,5.75
MYR,2024-07-15 04:56,240.00,5.00,5.75
MYR,2024-07-15 05:56,230.00,5.00,5.75
MYR,2024-07-15 06:56,240.00,6.00,6.90
MYR,2024-07-15 07:48,240.00,6.00,6.90
MYR,2024-07-15 07:56,250.00,5.00,5.75
MYR,2024-07-15 08:56,240.00,8.00,9.20
MYR,2024-07-15 09:56,250.00,6.00,6.90
MYR,2024-07-15 10:56,170.00,10.00,11.50
MYR,2024-07-15 11:56,180.00,11.00,12.65
MYR,2024-07-15 12:56,180.00,13.00,14.95
MYR,2024-07-15 13:56,180.00,13.00,14.95
MYR,2024-07-15 14:56,190.00,14.00,16.10
MYR,2024-07-15 15:56,190.00,14.00,16.10
MYR,2024-07-15 16:56,190.00,16.00,18.40
MYR,2024-07-15 17:15,190.00,16.00,18.40
MYR,2024-07-15 17:56,190.00,15.00,17.25
MYR,2024-07-15 18:48,310.00,15.00,17.25
MYR,2024-07-15 18:56,320.00,10.00,11.50
MYR,2024-07-15 19:56,0.00,0.00,0.00
MYR,2024-07-15 20:56,0.00,0.00,0.00
MYR,2024-07-15 21:56,180.00,4.00,4.60
MYR,2024-07-15 22:56,190.00,5.00,5.75
MYR,2024-07-15 23:56,220.00,5.00,5.75
MYR,2024-07-16 00:56,240.00,6.00,6.90
MYR,2024-07-16 01:56,230.00,3.00,3.45
MYR,2024-07-16 02:56,210.00,7.00,8.05
MYR,2024-07-16 03:56,230.00,4.00,4.60
MYR,2024-07-16 04:56,190.00,3.00,3.45
MYR,2024-07-16 05:56,230.00,3.00,3.45
MYR,2024-07-16 06:56,210.00,6.00,6.90
MYR,2024-07-16 07:56,230.00,7.00,8.05
MYR,2024-07-16 08:56,250.00,9.00,10.35
MYR,2024-07-16 09:56,220.00,7.00,8.05
MYR,2024-07-16 10:56,170.00,11.00,12.65
MYR,2024-07-16 11:56,170.00,14.00,16.10
MYR,2024-07-16 12:56,180.00,12.00,13.80
MYR,2024-07-16 13:56,170.00,16.00,18.40
MYR,2024-07-16 14:56,180.00,15.00,17.25
MYR,2024-07-16 15:56,190.00,15.00,17.25
MYR,2024-07-16 16:56,180.00,16.00,18.40
MYR,2024-07-16 17:56,190.00,15.00,17.25
MYR,2024-07-16 18:56,320.00,7.00,8.05
MYR,2024-07-16 19:56,220.00,11.00,12.65
MYR,2024-07-16 20:56,220.00,10.00,11.50
MYR,2024-07-16 21:56,200.00,9.00,10.35
MYR,2024-07-16 22:56,210.00,10.00,11.50
MYR,2024-07-16 23:56,200.00,11.00,12.65
MYR,2024-07-17 00:56,230.00,7.00,8.05
MYR,2024-07-17 01:56,210.00,6.00,6.90
MYR,2024-07-17 02:56,200.00,7.00,8.05
MYR,2024-07-17 03:56,200.00,13.00,14.95
MYR,2024-07-17 04:33,200.00,11.00,12.65
MYR,2024-07-17 04:51,210.00,10.00,11.50
MYR,2024-07-17 04:56,200.00,10.00,11.50
MYR,2024-07-17 05:56,220.00,8.00,9.20
MYR,2024-07-17 06:56,230.00,8.00,9.20
MYR,2024-07-17 07:56,240.00,7.00,8.05
MYR,2024-07-17 08:56,250.00,9.00,10.35
MYR,2024-07-17 09:56,260.00,8.00,9.20
MYR,2024-07-17 10:56,240.00,8.00,9.20
MYR,2024-07-17 11:56,210.00,5.00,5.75
MYR,2024-07-17 12:56,170.00,12.00,13.80
MYR,2024-07-17 13:56,160.00,14.00,16.10
MYR,2024-07-17 14:56,180.00,16.00,18.40
MYR,2024-07-17 15:56,190.00,17.00,19.55
MYR,2024-07-17 16:14,190.00,17.00,19.55
MYR,2024-07-17 16:56,180.00,16.00,18.40
MYR,2024-07-17 17:14,190.00,16.00,18.40
MYR,2024-07-17 17:35,190.00,19.00,21.85
MYR,2024-07-17 17:47,200.00,17.00,19.55
MYR,2024-07-17 17:56,190.00,16.00,18.40
MYR,2024-07-17 18:11,190.00,14.00,16.10
MYR,2024-07-17 18:56,190.00,18.00,20.70
MYR,2024-07-17 19:50,200.00,18.00,20.70
MYR,2024-07-17 19:56,190.00,15.00,17.25
MYR,2024-07-17 20:53,190.00,15.00,17.25
MYR,2024-07-17 20:56,200.00,15.00,17.25
MYR,2024-07-17 21:30,210.00,10.00,11.50
MYR,2024-07-17 21:56,220.00,10.00,11.50
MYR,2024-07-17 22:26,290.00,16.00,18.40
MYR,2024-07-17 22:56,null,4.00,4.60
MYR,2024-07-17 23:22,250.00,4.00,4.60
MYR,2024-07-17 23:56,0.00,0.00,0.00
MYR,2024-07-18 00:56,0.00,0.00,0.00
MYR,2024-07-18 01:56,210.00,5.00,5.75
MYR,2024-07-18 02:56,200.00,7.00,8.05
MYR,2024-07-18 03:56,200.00,7.00,8.05
MYR,2024-07-18 04:56,240.00,6.00,6.90
MYR,2024-07-18 05:56,240.00,5.00,5.75
MYR,2024-07-18 06:56,250.00,7.00,8.05
MYR,2024-07-18 07:56,250.00,7.00,8.05
MYR,2024-07-18 08:56,240.00,10.00,11.50
MYR,2024-07-18 09:56,250.00,11.00,12.65
MYR,2024-07-18 10:56,240.00,8.00,9.20
MYR,2024-07-18 11:56,240.00,9.00,10.35
MYR,2024-07-18 12:30,180.00,12.00,13.80
MYR,2024-07-18 12:56,190.00,13.00,14.95
MYR,2024-07-18 13:56,190.00,15.00,17.25
MYR,2024-07-18 14:56,190.00,15.00,17.25
MYR,2024-07-18 15:56,190.00,17.00,19.55
MYR,2024-07-18 16:56,190.00,21.00,24.15
MYR,2024-07-18 17:56,200.00,18.00,20.70
MYR,2024-07-18 18:56,190.00,17.00,19.55
MYR,2024-07-18 19:56,200.00,14.00,16.10
MYR,2024-07-18 20:56,190.00,10.00,11.50
MYR,2024-07-18 21:56,230.00,10.00,11.50
MYR,2024-07-18 22:54,310.00,16.00,18.40
MYR,2024-07-18 22:56,320.00,15.00,17.25
MYR,2024-07-18 23:04,310.00,15.00,17.25
MYR,2024-07-18 23:27,320.00,10.00,11.50
MYR,2024-07-18 23:41,330.00,8.00,9.20
MYR,2024-07-18 23:56,330.00,9.00,10.35
MYR,2024-07-19 00:56,0.00,0.00,0.00
MYR,2024-07-19 01:56,0.00,0.00,0.00
MYR,2024-07-19 02:32,0.00,0.00,0.00
MYR,2024-07-19 02:56,0.00,0.00,0.00
MYR,2024-07-19 03:56,0.00,0.00,0.00
MYR,2024-07-19 04:56,330.00,3.00,3.45
MYR,2024-07-19 05:56,330.00,4.00,4.60
MYR,2024-07-19 06:49,340.00,4.00,4.60
MYR,2024-07-19 06:56,340.00,4.00,4.60
MYR,2024-07-19 07:08,310.00,3.00,3.45
MYR,2024-07-19 07:32,0.00,0.00,0.00
MYR,2024-07-19 07:56,340.00,3.00,3.45
MYR,2024-07-19 08:08,330.00,3.00,3.45
MYR,2024-07-19 08:56,null,null,null
MYR,2024-07-19 09:56,300.00,3.00,3.45
MYR,2024-07-19 10:56,170.00,6.00,6.90
MYR,2024-07-19 11:56,240.00,8.00,9.20
MYR,2024-07-19 12:56,170.00,7.00,8.05
MYR,2024-07-19 13:56,170.00,9.00,10.35
MYR,2024-07-19 14:14,160.00,9.00,10.35
MYR,2024-07-19 14:56,170.00,10.00,11.50
MYR,2024-07-19 15:16,170.00,10.00,11.50
MYR,2024-07-19 15:30,170.00,11.00,12.65
MYR,2024-07-19 15:48,190.00,12.00,13.80
MYR,2024-07-19 15:56,200.00,10.00,11.50
MYR,2024-07-19 16:13,240.00,9.00,10.35
MYR,2024-07-19 16:35,230.00,4.00,4.60
MYR,2024-07-19 16:56,190.00,6.00,6.90
MYR,2024-07-19 17:56,180.00,10.00,11.50
MYR,2024-07-19 18:56,180.00,8.00,9.20
MYR,2024-07-19 19:44,190.00,10.00,11.50
MYR,2024-07-19 19:56,190.00,8.00,9.20
MYR,2024-07-19 20:36,190.00,12.00,13.80
MYR,2024-07-19 20:56,180.00,9.00,10.35
MYR,2024-07-19 21:11,180.00,10.00,11.50
MYR,2024-07-19 21:56,210.00,6.00,6.90
MYR,2024-07-19 22:18,220.00,4.00,4.60
MYR,2024-07-19 22:56,null,5.00,5.75
MYR,2024-07-19 23:39,250.00,8.00,9.20
MYR,2024-07-19 23:56,270.00,7.00,8.05
MYR,2024-07-20 00:12,null,6.00,6.90
MYR,2024-07-20 00:17,290.00,6.00,6.90
MYR,2024-07-20 00:56,310.00,5.00,5.75
MYR,2024-07-20 01:56,0.00,0.00,0.00
MYR,2024-07-20 02:56,0.00,0.00,0.00
MYR,2024-07-20 03:56,0.00,0.00,0.00
MYR,2024-07-20 04:56,210.00,4.00,4.60
MYR,2024-07-20 05:56,0.00,0.00,0.00
MYR,2024-07-20 06:56,240.00,3.00,3.45
MYR,2024-07-20 07:56,240.00,4.00,4.60
MYR,2024-07-20 08:46,250.00,4.00,4.60
MYR,2024-07-20 08:56,260.00,8.00,9.20
MYR,2024-07-20 09:21,240.00,7.00,8.05
MYR,2024-07-20 09:56,210.00,7.00,8.05
MYR,2024-07-20 10:56,240.00,9.00,10.35
MYR,2024-07-20 11:56,170.00,9.00,10.35
MYR,2024-07-20 12:56,150.00,10.00,11.50
MYR,2024-07-20 13:56,160.00,11.00,12.65
MYR,2024-07-20 14:56,170.00,13.00,14.95
MYR,2024-07-20 15:56,180.00,13.00,14.95
MYR,2024-07-20 16:56,180.00,14.00,16.10
MYR,2024-07-20 17:56,200.00,12.00,13.80
MYR,2024-07-20 18:56,190.00,15.00,17.25
MYR,2024-07-20 19:56,220.00,9.00,10.35
MYR,2024-07-20 20:56,240.00,3.00,3.45
MYR,2024-07-20 21:56,240.00,6.00,6.90
MYR,2024-07-20 22:56,230.00,3.00,3.45
MYR,2024-07-20 23:56,220.00,4.00,4.60
MYR,2024-07-21 00:56,250.00,5.00,5.75
MYR,2024-07-21 01:56,260.00,5.00,5.75
MYR,2024-07-21 02:56,290.00,5.00,5.75
MYR,2024-07-21 03:56,270.00,5.00,5.75
MYR,2024-07-21 04:56,290.00,3.00,3.45
MYR,2024-07-21 05:56,250.00,4.00,4.60
MYR,2024-07-21 06:56,300.00,5.00,5.75
MYR,2024-07-21 07:56,270.00,4.00,4.60
MYR,2024-07-21 08:56,290.00,5.00,5.75
MYR,2024-07-21 09:10,290.00,5.00,5.75
MYR,2024-07-21 09:56,260.00,4.00,4.60
MYR,2024-07-21 10:56,null,5.00,5.75
MYR,2024-07-21 11:56,150.00,9.00,10.35
MYR,2024-07-21 12:56,150.00,11.00,12.65
MYR,2024-07-21 13:56,160.00,11.00,12.65
MYR,2024-07-21 14:56,160.00,11.00,12.65
MYR,2024-07-21 15:56,170.00,9.00,10.35
MYR,2024-07-21 16:56,180.00,11.00,12.65
MYR,2024-07-21 17:34,170.00,15.00,17.25
MYR,2024-07-21 17:56,170.00,10.00,11.50
MYR,2024-07-21 18:44,180.00,10.00,11.50
MYR,2024-07-21 18:56,170.00,12.00,13.80
MYR,2024-07-21 19:56,180.00,10.00,11.50
MYR,2024-07-21 20:56,180.00,11.00,12.65
MYR,2024-07-21 21:12,180.00,13.00,14.95
MYR,2024-07-21 21:56,180.00,10.00,11.50
MYR,2024-07-21 22:56,190.00,11.00,12.65
MYR,2024-07-21 23:27,200.00,8.00,9.20
MYR,2024-07-21 23:56,200.00,11.00,12.65
MYR,2024-07-22 00:56,210.00,8.00,9.20
MYR,2024-07-22 01:23,220.00,5.00,5.75
MYR,2024-07-22 01:56,210.00,5.00,5.75
MYR,2024-07-22 02:56,220.00,5.00,5.75
MYR,2024-07-22 03:56,0.00,0.00,0.00
MYR,2024-07-22 04:08,210.00,3.00,3.45
MYR,2024-07-22 04:26,230.00,3.00,3.45
MYR,2024-07-22 04:49,280.00,6.00,6.90
MYR,2024-07-22 04:56,240.00,3.00,3.45
MYR,2024-07-22 05:10,290.00,4.00,4.60
MYR,2024-07-22 05:56,250.00,3.00,3.45
MYR,2024-07-22 06:56,290.00,4.00,4.60
MYR,2024-07-22 07:56,250.00,3.00,3.45
MYR,2024-07-22 08:56,0.00,0.00,0.00
MYR,2024-07-22 09:08,0.00,0.00,0.00
MYR,2024-07-22 09:56,150.00,4.00,4.60
MYR,2024-07-22 10:37,140.00,8.00,9.20
MYR,2024-07-22 10:56,140.00,9.00,10.35
MYR,2024-07-22 11:50,140.00,10.00,11.50
MYR,2024-07-22 11:56,160.00,12.00,13.80
MYR,2024-07-22 12:36,160.00,15.00,17.25
MYR,2024-07-22 12:56,160.00,10.00,11.50
MYR,2024-07-22 13:56,160.00,11.00,12.65
MYR,2024-07-22 14:56,160.00,12.00,13.80
MYR,2024-07-22 15:56,170.00,13.00,14.95
MYR,2024-07-22 16:56,160.00,14.00,16.10
MYR,2024-07-22 17:56,180.00,12.00,13.80
MYR,2024-07-22 18:56,180.00,11.00,12.65
MYR,2024-07-22 19:56,180.00,11.00,12.65
MYR,2024-07-22 20:56,190.00,11.00,12.65
MYR,2024-07-22 21:56,200.00,10.00,11.50
MYR,2024-07-22 22:56,210.00,7.00,8.05
MYR,2024-07-22 23:56,200.00,7.00,8.05
MYR,2024-07-23 00:56,210.00,7.00,8.05
MYR,2024-07-23 01:56,190.00,6.00,6.90
MYR,2024-07-23 02:56,210.00,5.00,5.75
MYR,2024-07-23 03:56,210.00,4.00,4.60
MYR,2024-07-23 04:56,210.00,4.00,4.60
MYR,2024-07-23 05:56,200.00,3.00,3.45
MYR,2024-07-23 06:56,0.00,0.00,0.00
MYR,2024-07-23 07:56,180.00,4.00,4.60
MYR,2024-07-23 08:37,220.00,7.00,8.05
MYR,2024-07-23 08:56,240.00,7.00,8.05
MYR,2024-07-23 09:13,250.00,7.00,8.05
MYR,2024-07-23 09:56,250.00,6.00,6.90
MYR,2024-07-23 10:34,250.00,7.00,8.05
MYR,2024-07-23 10:56,170.00,8.00,9.20
MYR,2024-07-23 11:18,170.00,10.00,11.50
MYR,2024-07-23 11:56,180.00,11.00,12.65
MYR,2024-07-23 12:56,180.00,10.00,11.50
MYR,2024-07-23 13:56,160.00,12.00,13.80
MYR,2024-07-23 14:56,180.00,13.00,14.95
MYR,2024-07-23 15:56,180.00,12.00,13.80
MYR,2024-07-23 16:56,190.00,14.00,16.10
MYR,2024-07-23 17:56,170.00,14.00,16.10
MYR,2024-07-23 18:56,190.00,12.00,13.80
MYR,2024-07-23 19:56,190.00,11.00,12.65
MYR,2024-07-23 20:56,190.00,11.00,12.65
MYR,2024-07-23 21:56,190.00,11.00,12.65
MYR,2024-07-23 22:56,190.00,12.00,13.80
MYR,2024-07-23 23:56,190.00,13.00,14.95
MYR,2024-07-24 00:56,190.00,8.00,9.20
MYR,2024-07-24 01:56,190.00,11.00,12.65
MYR,2024-07-24 02:08,200.00,10.00,11.50
MYR,2024-07-24 02:49,200.00,8.00,9.20
MYR,2024-07-24 02:56,210.00,10.00,11.50
MYR,2024-07-24 03:56,210.00,9.00,10.35
MYR,2024-07-24 04:56,240.00,7.00,8.05
MYR,2024-07-24 05:44,320.00,11.00,12.65
MYR,2024-07-24 05:56,310.00,8.00,9.20
MYR,2024-07-24 06:10,330.00,3.00,3.45
MYR,2024-07-24 06:56,0.00,0.00,0.00
MYR,2024-07-24 07:56,0.00,0.00,0.00
MYR,2024-07-24 08:56,0.00,0.00,0.00
MYR,2024-07-24 09:56,110.00,7.00,8.05
MYR,2024-07-24 10:56,130.00,9.00,10.35
MYR,2024-07-24 11:56,200.00,10.00,11.50
MYR,2024-07-24 12:56,190.00,13.00,14.95
MYR,2024-07-24 13:31,190.00,12.00,13.80
MYR,2024-07-24 13:46,180.00,11.00,12.65
MYR,2024-07-24 13:56,190.00,12.00,13.80
MYR,2024-07-24 14:56,200.00,6.00,6.90
MYR,2024-07-24 15:49,null,4.00,4.60
MYR,2024-07-24 15:56,210.00,5.00,5.75
MYR,2024-07-24 16:10,200.00,7.00,8.05
MYR,2024-07-24 16:56,190.00,11.00,12.65
MYR,2024-07-24 17:56,190.00,10.00,11.50
MYR,2024-07-24 18:56,190.00,11.00,12.65
MYR,2024-07-24 19:56,190.00,10.00,11.50
MYR,2024-07-24 20:56,190.00,7.00,8.05
MYR,2024-07-24 21:56,190.00,8.00,9.20
MYR,2024-07-24 22:56,200.00,9.00,10.35
MYR,2024-07-24 23:56,190.00,9.00,10.35
MYR,2024-07-25 00:56,190.00,8.00,9.20
MYR,2024-07-25 01:56,180.00,7.00,8.05
MYR,2024-07-25 02:56,190.00,7.00,8.05
MYR,2024-07-25 03:12,190.00,7.00,8.05
MYR,2024-07-25 03:43,220.00,11.00,12.65
MYR,2024-07-25 03:51,260.00,14.00,16.10
MYR,2024-07-25 03:56,240.00,12.00,13.80
MYR,2024-07-25 04:08,250.00,11.00,12.65
MYR,2024-07-25 04:13,240.00,11.00,12.65
MYR,2024-07-25 04:56,210.00,5.00,5.75
MYR,2024-07-25 05:56,200.00,3.00,3.45
MYR,2024-07-25 06:56,210.00,5.00,5.75
MYR,2024-07-25 07:56,180.00,8.00,9.20
MYR,2024-07-25 08:56,220.00,4.00,4.60
MYR,2024-07-25 09:56,250.00,5.00,5.75
MYR,2024-07-25 10:56,220.00,5.00,5.75
MYR,2024-07-25 11:56,190.00,4.00,4.60
MYR,2024-07-25 12:26,180.00,6.00,6.90
MYR,2024-07-25 12:38,170.00,8.00,9.20
MYR,2024-07-25 12:56,190.00,11.00,12.65
MYR,2024-07-25 13:04,220.00,9.00,10.35
MYR,2024-07-25 13:20,200.00,3.00,3.45
MYR,2024-07-25 13:35,170.00,3.00,3.45
MYR,2024-07-25 13:56,200.00,4.00,4.60
MYR,2024-07-25 14:56,140.00,7.00,8.05
MYR,2024-07-25 15:29,170.00,7.00,8.05
MYR,2024-07-25 15:56,190.00,6.00,6.90
MYR,2024-07-25 16:23,190.00,6.00,6.90
MYR,2024-07-25 16:49,250.00,10.00,11.50
MYR,2024-07-25 16:56,280.00,7.00,8.05
MYR,2024-07-25 17:10,0.00,0.00,0.00
MYR,2024-07-25 17:30,0.00,0.00,0.00
MYR,2024-07-25 17:56,0.00,0.00,0.00
MYR,2024-07-25 18:56,220.00,3.00,3.45
MYR,2024-07-25 19:56,0.00,0.00,0.00
MYR,2024-07-25 20:18,200.00,6.00,6.90
MYR,2024-07-25 20:34,200.00,5.00,5.75
MYR,2024-07-25 20:42,190.00,7.00,8.05
MYR,2024-07-25 20:56,200.00,5.00,5.75
MYR,2024-07-25 21:16,null,4.00,4.60
MYR,2024-07-25 21:41,310.00,4.00,4.60
MYR,2024-07-25 21:56,null,6.00,6.90
MYR,2024-07-25 22:56,160.00,7.00,8.05
MYR,2024-07-25 23:56,220.00,10.00,11.50
MYR,2024-07-26 00:56,210.00,5.00,5.75
MYR,2024-07-26 01:56,220.00,4.00,4.60
MYR,2024-07-26 02:56,200.00,6.00,6.90
MYR,2024-07-26 03:56,200.00,3.00,3.45
MYR,2024-07-26 04:56,250.00,3.00,3.45
MYR,2024-07-26 05:56,0.00,0.00,0.00
MYR,2024-07-26 06:56,0.00,0.00,0.00
MYR,2024-07-26 07:56,250.00,3.00,3.45
MYR,2024-07-26 08:56,290.00,3.00,3.45
MYR,2024-07-26 09:56,230.00,5.00,5.75
MYR,2024-07-26 10:08,250.00,4.00,4.60
MYR,2024-07-26 10:25,null,3.00,3.45
MYR,2024-07-26 10:56,300.00,4.00,4.60
MYR,2024-07-26 11:56,140.00,5.00,5.75
MYR,2024-07-26 12:33,130.00,6.00,6.90
MYR,2024-07-26 12:56,140.00,8.00,9.20
MYR,2024-07-26 13:56,140.00,8.00,9.20
MYR,2024-07-26 14:56,170.00,9.00,10.35
MYR,2024-07-26 15:08,190.00,10.00,11.50
MYR,2024-07-26 15:56,200.00,8.00,9.20
MYR,2024-07-26 16:56,180.00,7.00,8.05
MYR,2024-07-26 17:23,180.00,9.00,10.35
MYR,2024-07-26 17:47,200.00,19.00,21.85
MYR,2024-07-26 17:53,200.00,19.00,21.85
MYR,2024-07-26 17:56,200.00,16.00,18.40
MYR,2024-07-26 18:02,220.00,5.00,5.75
MYR,2024-07-26 18:08,null,5.00,5.75
MYR,2024-07-26 18:13,50.00,6.00,6.90
MYR,2024-07-26 18:25,20.00,7.00,8.05
MYR,2024-07-26 18:40,300.00,3.00,3.45
MYR,2024-07-26 18:56,20.00,5.00,5.75
MYR,2024-07-26 19:10,30.00,3.00,3.45
MYR,2024-07-26 19:31,10.00,6.00,6.90
MYR,2024-07-26 19:56,40.00,3.00,3.45
MYR,2024-07-26 20:56,0.00,0.00,0.00
MYR,2024-07-26 21:56,80.00,3.00,3.45
MYR,2024-07-26 22:56,140.00,4.00,4.60
MYR,2024-07-26 23:25,140.00,3.00,3.45
MYR,2024-07-26 23:46,320.00,4.00,4.60
MYR,2024-07-26 23:56,340.00,6.00,6.90
MYR,2024-07-27 00:20,360.00,6.00,6.90
MYR,2024-07-27 00:54,10.00,5.00,5.75
MYR,2024-07-27 00:56,10.00,5.00,5.75
MYR,2024-07-27 01:23,10.00,5.00,5.75
MYR,2024-07-27 01:56,30.00,5.00,5.75
MYR,2024-07-27 02:32,350.00,5.00,5.75
MYR,2024-07-27 02:56,350.00,6.00,6.90
MYR,2024-07-27 03:27,10.00,3.00,3.45
MYR,2024-07-27 03:56,350.00,5.00,5.75
MYR,2024-07-27 04:40,360.00,4.00,4.60
MYR,2024-07-27 04:56,20.00,6.00,6.90
MYR,2024-07-27 05:36,360.00,6.00,6.90
MYR,2024-07-27 05:56,360.00,7.00,8.05
MYR,2024-07-27 06:20,10.00,8.00,9.20
MYR,2024-07-27 06:56,20.00,7.00,8.05
MYR,2024-07-27 07:56,20.00,7.00,8.05
MYR,2024-07-27 08:20,10.00,8.00,9.20
MYR,2024-07-27 08:56,10.00,6.00,6.90
MYR,2024-07-27 09:56,20.00,11.00,12.65
MYR,2024-07-27 10:12,20.00,10.00,11.50
MYR,2024-07-27 10:56,10.00,13.00,14.95
MYR,2024-07-27 11:30,20.00,10.00,11.50
MYR,2024-07-27 11:56,20.00,10.00,11.50
MYR,2024-07-27 12:56,60.00,7.00,8.05
MYR,2024-07-27 13:46,40.00,5.00,5.75
MYR,2024-07-27 13:56,null,4.00,4.60
MYR,2024-07-27 14:21,50.00,4.00,4.60
MYR,2024-07-27 14:56,null,6.00,6.90
MYR,2024-07-27 15:56,10.00,9.00,10.35
MYR,2024-07-27 16:56,null,6.00,6.90
MYR,2024-07-27 17:56,90.00,8.00,9.20
MYR,2024-07-27 18:56,100.00,6.00,6.90
MYR,2024-07-27 19:56,110.00,5.00,5.75
MYR,2024-07-27 20:56,100.00,7.00,8.05
MYR,2024-07-27 21:36,90.00,6.00,6.90
MYR,2024-07-27 21:56,100.00,6.00,6.90
MYR,2024-07-27 22:56,90.00,4.00,4.60
MYR,2024-07-27 23:33,90.00,3.00,3.45
MYR,2024-07-27 23:56,10.00,3.00,3.45
MYR,2024-07-28 00:26,360.00,3.00,3.45
MYR,2024-07-28 00:56,10.00,4.00,4.60
MYR,2024-07-28 01:56,0.00,0.00,0.00
MYR,2024-07-28 02:56,340.00,3.00,3.45
MYR,2024-07-28 03:56,10.00,4.00,4.60
MYR,2024-07-28 04:56,10.00,6.00,6.90
MYR,2024-07-28 05:56,20.00,5.00,5.75
MYR,2024-07-28 06:56,20.00,4.00,4.60
MYR,2024-07-28 07:56,null,3.00,3.45
MYR,2024-07-28 08:56,20.00,4.00,4.60
MYR,2024-07-28 09:56,10.00,6.00,6.90
MYR,2024-07-28 10:56,40.00,7.00,8.05
MYR,2024-07-28 11:56,20.00,9.00,10.35
MYR,2024-07-28 12:56,20.00,8.00,9.20
MYR,2024-07-28 13:56,60.00,7.00,8.05
MYR,2024-07-28 14:56,90.00,9.00,10.35
MYR,2024-07-28 15:56,110.00,8.00,9.20
MYR,2024-07-28 16:56,130.00,10.00,11.50
MYR,2024-07-28 17:56,120.00,9.00,10.35
MYR,2024-07-28 18:56,140.00,7.00,8.05
MYR,2024-07-28 19:56,140.00,6.00,6.90
MYR,2024-07-28 20:56,150.00,6.00,6.90
MYR,2024-07-28 21:56,150.00,7.00,8.05
MYR,2024-07-28 22:56,140.00,3.00,3.45
MYR,2024-07-28 23:56,160.00,3.00,3.45
MYR,2024-07-29 00:56,0.00,0.00,0.00
MYR,2024-07-29 01:56,0.00,0.00,0.00
MYR,2024-07-29 02:56,310.00,3.00,3.45
MYR,2024-07-29 03:56,0.00,0.00,0.00
MYR,2024-07-29 04:56,0.00,0.00,0.00
MYR,2024-07-29 05:56,0.00,0.00,0.00
MYR,2024-07-29 06:56,0.00,0.00,0.00
MYR,2024-07-29 07:56,0.00,0.00,0.00
MYR,2024-07-29 08:56,240.00,3.00,3.45
MYR,2024-07-29 09:08,190.00,3.00,3.45
MYR,2024-07-29 09:56,150.00,6.00,6.90
MYR,2024-07-29 10:56,160.00,7.00,8.05
MYR,2024-07-29 11:56,180.00,7.00,8.05
MYR,2024-07-29 12:56,180.00,8.00,9.20
MYR,2024-07-29 13:56,180.00,7.00,8.05
MYR,2024-07-29 14:56,180.00,7.00,8.05
MYR,2024-07-29 15:56,180.00,6.00,6.90
MYR,2024-07-29 16:56,170.00,8.00,9.20
MYR,2024-07-29 17:56,160.00,8.00,9.20
MYR,2024-07-29 18:56,170.00,9.00,10.35
MYR,2024-07-29 19:56,170.00,9.00,10.35
MYR,2024-07-29 20:56,190.00,10.00,11.50
MYR,2024-07-29 21:56,180.00,9.00,10.35
MYR,2024-07-29 22:56,200.00,10.00,11.50
MYR,2024-07-29 23:56,180.00,9.00,10.35
MYR,2024-07-30 00:56,200.00,6.00,6.90
MYR,2024-07-30 01:56,210.00,3.00,3.45
MYR,2024-07-30 02:56,210.00,5.00,5.75
MYR,2024-07-30 03:56,210.00,3.00,3.45
MYR,2024-07-30 04:56,210.00,4.00,4.60
MYR,2024-07-30 05:56,220.00,3.00,3.45
MYR,2024-07-30 06:56,210.00,4.00,4.60
MYR,2024-07-30 07:56,250.00,5.00,5.75
MYR,2024-07-30 08:56,210.00,4.00,4.60
MYR,2024-07-30 09:56,190.00,6.00,6.90
MYR,2024-07-30 10:56,150.00,10.00,11.50
MYR,2024-07-30 11:56,170.00,10.00,11.50
MYR,2024-07-30 12:56,180.00,11.00,12.65
MYR,2024-07-30 13:56,190.00,12.00,13.80
MYR,2024-07-30 14:49,180.00,13.00,14.95
MYR,2024-07-30 14:56,180.00,14.00,16.10
MYR,2024-07-30 15:56,190.00,14.00,16.10
