station,valid,drct,sknt,sped,gust,gust_mph
CAE,2024-01-01 00:56,240.00,6.00,6.90,null,null
CAE,2024-01-01 01:56,250.00,6.00,6.90,null,null
CAE,2024-01-01 02:56,250.00,4.00,4.60,null,null
CAE,2024-01-01 03:56,260.00,5.00,5.75,null,null
CAE,2024-01-01 04:56,250.00,4.00,4.60,null,null
CAE,2024-01-01 05:56,250.00,5.00,5.75,null,null
CAE,2024-01-01 06:56,250.00,5.00,5.75,null,null
CAE,2024-01-01 07:56,240.00,6.00,6.90,null,null
CAE,2024-01-01 08:56,230.00,6.00,6.90,null,null
CAE,2024-01-01 09:56,260.00,7.00,8.05,null,null
CAE,2024-01-01 10:56,270.00,6.00,6.90,null,null
CAE,2024-01-01 11:56,240.00,7.00,8.05,15.00,17.25
CAE,2024-01-01 12:56,270.00,9.00,10.35,null,null
CAE,2024-01-01 13:56,280.00,13.00,14.95,null,null
CAE,2024-01-01 14:56,300.00,7.00,8.05,null,null
CAE,2024-01-01 15:56,320.00,11.00,12.65,null,null
CAE,2024-01-01 16:56,360.00,10.00,11.50,null,null
CAE,2024-01-01 17:56,350.00,4.00,4.60,null,null
CAE,2024-01-01 18:56,360.00,10.00,11.50,19.00,21.85
CAE,2024-01-01 19:56,360.00,10.00,11.50,null,null
CAE,2024-01-01 20:56,360.00,10.00,11.50,16.00,18.40
CAE,2024-01-01 21:56,350.00,7.00,8.05,null,null
CAE,2024-01-01 22:56,null,5.00,5.75,null,null
CAE,2024-01-01 23:56,360.00,5.00,5.75,null,null
CAE,2024-01-02 00:56,340.00,6.00,6.90,null,null
CAE,2024-01-02 01:56,null,4.00,4.60,null,null
CAE,2024-01-02 02:56,330.00,3.00,3.45,null,null
CAE,2024-01-02 03:56,320.00,4.00,4.60,null,null
CAE,2024-01-02 04:56,330.00,4.00,4.60,null,null
CAE,2024-01-02 05:56,330.00,5.00,5.75,null,null
CAE,2024-01-02 06:56,320.00,5.00,5.75,null,null
CAE,2024-01-02 07:56,320.00,3.00,3.45,null,null
CAE,2024-01-02 08:56,360.00,4.00,4.60,null,null
CAE,2024-01-02 09:56,null,4.00,4.60,null,null
CAE,2024-01-02 10:56,340.00,3.00,3.45,null,null
CAE,2024-01-02 11:56,330.00,5.00,5.75,null,null
CAE,2024-01-02 12:56,260.00,5.00,5.75,null,null
CAE,2024-01-02 13:56,300.00,7.00,8.05,null,null
CAE,2024-01-02 14:56,300.00,7.00,8.05,null,null
CAE,2024-01-02 15:56,300.00,7.00,8.05,null,null
CAE,2024-01-02 16:56,280.00,5.00,5.75,null,null
CAE,2024-01-02 17:56,280.00,3.00,3.45,null,null
CAE,2024-01-02 18:56,240.00,3.00,3.45,null,null
CAE,2024-01-02 19:56,270.00,3.00,3.45,null,null
CAE,2024-01-02 20:56,270.00,3.00,3.45,null,null
CAE,2024-01-02 21:56,0.00,0.00,0.00,null,null
CAE,2024-01-02 22:56,0.00,0.00,0.00,null,null
CAE,2024-01-02 23:56,240.00,3.00,3.45,null,null
CAE,2024-01-03 00:56,0.00,0.00,0.00,null,null
CAE,2024-01-03 01:56,270.00,3.00,3.45,null,null
CAE,2024-01-03 02:56,0.00,0.00,0.00,null,null
CAE,2024-01-03 03:56,0.00,0.00,0.00,null,null
CAE,2024-01-03 04:56,0.00,0.00,0.00,null,null
CAE,2024-01-03 05:56,0.00,0.00,0.00,null,null
CAE,2024-01-03 06:56,250.00,3.00,3.45,null,null
CAE,2024-01-03 07:56,0.00,0.00,0.00,null,null
CAE,2024-01-03 08:56,0.00,0.00,0.00,null,null
CAE,2024-01-03 09:56,230.00,4.00,4.60,null,null
CAE,2024-01-03 10:56,250.00,6.00,6.90,null,null
CAE,2024-01-03 11:56,240.00,5.00,5.75,null,null
CAE,2024-01-03 12:56,240.00,10.00,11.50,null,null
CAE,2024-01-03 13:56,230.00,7.00,8.05,null,null
CAE,2024-01-03 14:56,220.00,5.00,5.75,null,null
CAE,2024-01-03 15:56,190.00,7.00,8.05,null,null
CAE,2024-01-03 16:56,0.00,0.00,0.00,null,null
CAE,2024-01-03 17:56,330.00,12.00,13.80,null,null
CAE,2024-01-03 18:56,200.00,6.00,6.90,null,null
CAE,2024-01-03 19:56,280.00,7.00,8.05,null,null
CAE,2024-01-03 20:56,230.00,7.00,8.05,null,null
CAE,2024-01-03 21:56,0.00,0.00,0.00,null,null
CAE,2024-01-03 22:56,200.00,3.00,3.45,null,null
CAE,2024-01-03 23:56,230.00,3.00,3.45,null,null
CAE,2024-01-04 00:56,270.00,8.00,9.20,null,null
CAE,2024-01-04 01:56,230.00,4.00,4.60,null,null
CAE,2024-01-04 02:56,280.00,4.00,4.60,null,null
CAE,2024-01-04 03:56,240.00,5.00,5.75,null,null
CAE,2024-01-04 04:56,250.00,3.00,3.45,null,null
CAE,2024-01-04 05:56,270.00,3.00,3.45,null,null
CAE,2024-01-04 06:56,260.00,3.00,3.45,null,null
CAE,2024-01-04 07:56,0.00,0.00,0.00,null,null
CAE,2024-01-04 08:56,null,4.00,4.60,null,null
CAE,2024-01-04 09:56,20.00,9.00,10.35,16.00,18.40
CAE,2024-01-04 10:56,10.00,8.00,9.20,17.00,19.55
CAE,2024-01-04 11:56,360.00,10.00,11.50,18.00,20.70
CAE,2024-01-04 12:56,350.00,4.00,4.60,null,null
CAE,2024-01-04 13:56,350.00,8.00,9.20,16.00,18.40
CAE,2024-01-04 14:56,350.00,8.00,9.20,null,null
CAE,2024-01-04 15:56,30.00,5.00,5.75,null,null
CAE,2024-01-04 16:56,10.00,5.00,5.75,null,null
CAE,2024-01-04 17:56,0.00,0.00,0.00,null,null
CAE,2024-01-04 18:56,0.00,0.00,0.00,null,null
CAE,2024-01-04 19:56,0.00,0.00,0.00,null,null
CAE,2024-01-04 20:56,40.00,4.00,4.60,null,null
CAE,2024-01-04 21:56,30.00,5.00,5.75,null,null
CAE,2024-01-04 22:56,30.00,6.00,6.90,null,null
CAE,2024-01-04 23:56,30.00,4.00,4.60,null,null
CAE,2024-01-05 00:56,40.00,3.00,3.45,null,null
CAE,2024-01-05 01:56,30.00,3.00,3.45,null,null
CAE,2024-01-05 02:56,0.00,0.00,0.00,null,null
CAE,2024-01-05 03:56,270.00,4.00,4.60,null,null
CAE,2024-01-05 04:56,0.00,0.00,0.00,null,null
CAE,2024-01-05 05:56,0.00,0.00,0.00,null,null
CAE,2024-01-05 06:56,0.00,0.00,0.00,null,null
CAE,2024-01-05 07:56,0.00,0.00,0.00,null,null
CAE,2024-01-05 08:56,0.00,0.00,0.00,null,null
CAE,2024-01-05 09:56,50.00,6.00,6.90,null,null
CAE,2024-01-05 10:56,90.00,4.00,4.60,null,null
CAE,2024-01-05 11:56,20.00,6.00,6.90,null,null
CAE,2024-01-05 12:56,60.00,6.00,6.90,null,null
CAE,2024-01-05 13:56,50.00,5.00,5.75,null,null
CAE,2024-01-05 14:56,null,5.00,5.75,null,null
CAE,2024-01-05 15:56,100.00,9.00,10.35,null,null
CAE,2024-01-05 16:56,80.00,8.00,9.20,null,null
CAE,2024-01-05 17:56,60.00,6.00,6.90,null,null
CAE,2024-01-05 18:56,70.00,9.00,10.35,null,null
CAE,2024-01-05 19:56,70.00,8.00,9.20,null,null
CAE,2024-01-05 20:56,80.00,7.00,8.05,null,null
CAE,2024-01-05 21:56,70.00,9.00,10.35,null,null
CAE,2024-01-05 22:56,60.00,7.00,8.05,null,null
CAE,2024-01-05 23:56,70.00,7.00,8.05,null,null
CAE,2024-01-06 00:53,60.00,5.00,5.75,null,null
CAE,2024-01-06 00:56,60.00,6.00,6.90,null,null
CAE,2024-01-06 01:56,80.00,8.00,9.20,null,null
CAE,2024-01-06 02:40,70.00,9.00,10.35,null,null
CAE,2024-01-06 02:56,70.00,8.00,9.20,null,null
CAE,2024-01-06 03:56,80.00,7.00,8.05,null,null
CAE,2024-01-06 04:56,20.00,6.00,6.90,null,null
CAE,2024-01-06 05:11,50.00,4.00,4.60,null,null
CAE,2024-01-06 05:56,60.00,7.00,8.05,null,null
CAE,2024-01-06 06:20,60.00,9.00,10.35,null,null
CAE,2024-01-06 06:49,60.00,5.00,5.75,null,null
CAE,2024-01-06 06:56,60.00,3.00,3.45,null,null
CAE,2024-01-06 07:33,null,4.00,4.60,null,null
CAE,2024-01-06 07:44,50.00,4.00,4.60,null,null
CAE,2024-01-06 07:56,0.00,0.00,0.00,null,null
CAE,2024-01-06 08:41,100.00,8.00,9.20,null,null
CAE,2024-01-06 08:56,80.00,3.00,3.45,null,null
CAE,2024-01-06 09:26,290.00,5.00,5.75,null,null
CAE,2024-01-06 09:56,260.00,5.00,5.75,null,null
CAE,2024-01-06 10:37,0.00,0.00,0.00,null,null
CAE,2024-01-06 10:56,0.00,0.00,0.00,null,null
CAE,2024-01-06 11:29,0.00,0.00,0.00,null,null
CAE,2024-01-06 11:49,300.00,5.00,5.75,null,null
CAE,2024-01-06 11:56,290.00,9.00,10.35,null,null
CAE,2024-01-06 12:35,270.00,11.00,12.65,null,null
CAE,2024-01-06 12:56,300.00,10.00,11.50,null,null
CAE,2024-01-06 13:49,290.00,9.00,10.35,null,null
CAE,2024-01-06 13:56,280.00,11.00,12.65,null,null
CAE,2024-01-06 14:20,280.00,11.00,12.65,null,null
CAE,2024-01-06 14:56,270.00,10.00,11.50,null,null
CAE,2024-01-06 15:30,260.00,7.00,8.05,null,null
CAE,2024-01-06 15:56,250.00,5.00,5.75,null,null
CAE,2024-01-06 16:56,240.00,9.00,10.35,null,null
CAE,2024-01-06 17:56,240.00,9.00,10.35,null,null
CAE,2024-01-06 18:56,260.00,13.00,14.95,19.00,21.85
CAE,2024-01-06 19:56,270.00,5.00,5.75,null,null
CAE,2024-01-06 20:43,270.00,8.00,9.20,null,null
CAE,2024-01-06 20:56,270.00,7.00,8.05,null,null
CAE,2024-01-06 21:21,270.00,8.00,9.20,null,null
CAE,2024-01-06 21:56,270.00,7.00,8.05,null,null
CAE,2024-01-06 22:11,260.00,7.00,8.05,null,null
CAE,2024-01-06 22:56,250.00,5.00,5.75,null,null
CAE,2024-01-06 23:56,260.00,7.00,8.05,null,null
CAE,2024-01-07 00:56,250.00,7.00,8.05,null,null
CAE,2024-01-07 01:56,250.00,8.00,9.20,null,null
CAE,2024-01-07 02:56,250.00,10.00,11.50,19.00,21.85
CAE,2024-01-07 03:56,250.00,8.00,9.20,null,null
CAE,2024-01-07 04:56,240.00,10.00,11.50,null,null
CAE,2024-01-07 05:56,240.00,7.00,8.05,null,null
CAE,2024-01-07 06:56,250.00,9.00,10.35,null,null
CAE,2024-01-07 07:56,250.00,10.00,11.50,null,null
CAE,2024-01-07 08:56,270.00,14.00,16.10,null,null
CAE,2024-01-07 09:56,260.00,17.00,19.55,24.00,27.60
CAE,2024-01-07 10:56,260.00,18.00,20.70,26.00,29.90
CAE,2024-01-07 11:56,260.00,16.00,18.40,null,null
CAE,2024-01-07 12:56,270.00,15.00,17.25,25.00,28.75
CAE,2024-01-07 13:56,270.00,18.00,20.70,28.00,32.20
CAE,2024-01-07 14:56,260.00,18.00,20.70,24.00,27.60
CAE,2024-01-07 15:56,250.00,15.00,17.25,26.00,29.90
CAE,2024-01-07 16:56,260.00,12.00,13.80,22.00,25.30
CAE,2024-01-07 17:56,270.00,9.00,10.35,null,null
CAE,2024-01-07 18:56,260.00,8.00,9.20,null,null
CAE,2024-01-07 19:56,280.00,8.00,9.20,null,null
CAE,2024-01-07 20:56,290.00,7.00,8.05,null,null
CAE,2024-01-07 21:56,290.00,6.00,6.90,null,null
CAE,2024-01-07 22:56,0.00,0.00,0.00,null,null
CAE,2024-01-07 23:56,250.00,3.00,3.45,null,null
CAE,2024-01-08 00:56,0.00,0.00,0.00,null,null
CAE,2024-01-08 01:56,0.00,0.00,0.00,null,null
CAE,2024-01-08 02:56,0.00,0.00,0.00,null,null
CAE,2024-01-08 03:56,0.00,0.00,0.00,null,null
CAE,2024-01-08 04:56,0.00,0.00,0.00,null,null
CAE,2024-01-08 05:56,0.00,0.00,0.00,null,null
CAE,2024-01-08 06:56,0.00,0.00,0.00,null,null
CAE,2024-01-08 07:56,0.00,0.00,0.00,null,null
CAE,2024-01-08 08:56,0.00,0.00,0.00,null,null
CAE,2024-01-08 09:56,60.00,6.00,6.90,null,null
CAE,2024-01-08 10:56,60.00,10.00,11.50,null,null
CAE,2024-01-08 11:56,70.00,12.00,13.80,null,null
CAE,2024-01-08 12:56,80.00,10.00,11.50,null,null
CAE,2024-01-08 13:56,90.00,10.00,11.50,null,null
CAE,2024-01-08 14:56,100.00,10.00,11.50,null,null
CAE,2024-01-08 15:56,120.00,10.00,11.50,null,null
CAE,2024-01-08 16:56,100.00,8.00,9.20,null,null
CAE,2024-01-08 17:56,80.00,6.00,6.90,null,null
CAE,2024-01-08 18:56,70.00,10.00,11.50,null,null
CAE,2024-01-08 19:56,70.00,8.00,9.20,null,null
CAE,2024-01-08 20:56,80.00,11.00,12.65,null,null
CAE,2024-01-08 21:56,80.00,13.00,14.95,null,null
CAE,2024-01-08 22:56,70.00,9.00,10.35,null,null
CAE,2024-01-08 23:56,80.00,9.00,10.35,null,null
CAE,2024-01-09 00:56,80.00,6.00,6.90,null,null
CAE,2024-01-09 01:56,70.00,8.00,9.20,null,null
CAE,2024-01-09 02:16,70.00,10.00,11.50,null,null
CAE,2024-01-09 02:56,80.00,9.00,10.35,null,null
CAE,2024-01-09 03:16,90.00,9.00,10.35,null,null
CAE,2024-01-09 03:56,90.00,11.00,12.65,null,null
CAE,2024-01-09 04:56,100.00,10.00,11.50,null,null
CAE,2024-01-09 05:18,90.00,9.00,10.35,null,null
CAE,2024-01-09 05:56,90.00,9.00,10.35,null,null
CAE,2024-01-09 06:56,100.00,7.00,8.05,null,null
CAE,2024-01-09 07:56,110.00,12.00,13.80,null,null
CAE,2024-01-09 08:14,110.00,10.00,11.50,null,null
CAE,2024-01-09 08:56,130.00,16.00,18.40,24.00,27.60
CAE,2024-01-09 09:41,130.00,17.00,19.55,28.00,32.20
CAE,2024-01-09 09:56,140.00,17.00,19.55,28.00,32.20
CAE,2024-01-09 10:56,160.00,20.00,23.00,31.00,35.65
CAE,2024-01-09 11:56,170.00,25.00,28.75,39.00,44.85
CAE,2024-01-09 12:21,170.00,21.00,24.15,36.00,41.40
CAE,2024-01-09 12:56,170.00,20.00,23.00,33.00,37.95
CAE,2024-01-09 13:28,180.00,18.00,20.70,35.00,40.25
CAE,2024-01-09 13:56,160.00,21.00,24.15,46.00,52.90
CAE,2024-01-09 14:38,180.00,20.00,23.00,29.00,33.35
CAE,2024-01-09 14:46,190.00,22.00,25.30,41.00,47.15
CAE,2024-01-09 14:52,210.00,22.00,25.30,36.00,41.40
CAE,2024-01-09 14:56,200.00,20.00,23.00,36.00,41.40
CAE,2024-01-09 15:05,200.00,16.00,18.40,33.00,37.95
CAE,2024-01-09 15:56,230.00,20.00,23.00,null,null
CAE,2024-01-09 16:33,220.00,13.00,14.95,27.00,31.05
CAE,2024-01-09 16:56,220.00,22.00,25.30,38.00,43.70
CAE,2024-01-09 17:56,210.00,15.00,17.25,25.00,28.75
CAE,2024-01-09 18:56,220.00,11.00,12.65,24.00,27.60
CAE,2024-01-09 19:56,220.00,7.00,8.05,null,null
CAE,2024-01-09 20:56,230.00,9.00,10.35,null,null
CAE,2024-01-09 21:56,230.00,15.00,17.25,21.00,24.15
CAE,2024-01-09 22:56,220.00,7.00,8.05,null,null
CAE,2024-01-09 23:56,220.00,12.00,13.80,null,null
CAE,2024-01-10 00:56,250.00,17.00,19.55,23.00,26.45
CAE,2024-01-10 01:56,250.00,15.00,17.25,24.00,27.60
CAE,2024-01-10 02:56,250.00,23.00,26.45,36.00,41.40
CAE,2024-01-10 03:56,250.00,18.00,20.70,30.00,34.50
CAE,2024-01-10 04:56,270.00,20.00,23.00,33.00,37.95
CAE,2024-01-10 05:56,260.00,15.00,17.25,26.00,29.90
CAE,2024-01-10 07:00,260.00,12.00,13.80,22.00,25.30
CAE,2024-01-10 07:56,240.00,13.00,14.95,null,null
CAE,2024-01-10 08:56,260.00,13.00,14.95,20.00,23.00
CAE,2024-01-10 09:56,260.00,18.00,20.70,26.00,29.90
CAE,2024-01-10 10:56,250.00,15.00,17.25,22.00,25.30
CAE,2024-01-10 11:56,250.00,8.00,9.20,22.00,25.30
CAE,2024-01-10 12:56,230.00,13.00,14.95,22.00,25.30
CAE,2024-01-10 13:56,270.00,13.00,14.95,null,null
CAE,2024-01-10 14:56,230.00,11.00,12.65,19.00,21.85
CAE,2024-01-10 15:56,240.00,8.00,9.20,null,null
CAE,2024-01-10 16:56,250.00,7.00,8.05,null,null
CAE,2024-01-10 17:56,240.00,4.00,4.60,null,null
CAE,2024-01-10 18:56,240.00,4.00,4.60,null,null
CAE,2024-01-10 19:56,270.00,4.00,4.60,null,null
CAE,2024-01-10 20:56,260.00,5.00,5.75,null,null
CAE,2024-01-10 21:56,250.00,4.00,4.60,null,null
CAE,2024-01-10 22:56,250.00,5.00,5.75,null,null
CAE,2024-01-10 23:56,240.00,5.00,5.75,null,null
CAE,2024-01-11 00:56,240.00,5.00,5.75,null,null
CAE,2024-01-11 01:56,270.00,5.00,5.75,null,null
CAE,2024-01-11 02:56,250.00,4.00,4.60,null,null
CAE,2024-01-11 03:56,240.00,4.00,4.60,null,null
CAE,2024-01-11 04:56,250.00,4.00,4.60,null,null
CAE,2024-01-11 05:56,240.00,3.00,3.45,null,null
CAE,2024-01-11 06:56,240.00,4.00,4.60,null,null
CAE,2024-01-11 07:56,260.00,4.00,4.60,null,null
CAE,2024-01-11 08:56,270.00,3.00,3.45,null,null
CAE,2024-01-11 09:56,260.00,4.00,4.60,null,null
CAE,2024-01-11 10:56,240.00,6.00,6.90,null,null
CAE,2024-01-11 11:56,250.00,6.00,6.90,null,null
CAE,2024-01-11 12:56,null,6.00,6.90,null,null
CAE,2024-01-11 13:56,230.00,5.00,5.75,null,null
CAE,2024-01-11 14:56,240.00,6.00,6.90,16.00,18.40
CAE,2024-01-11 15:56,230.00,5.00,5.75,null,null
CAE,2024-01-11 16:56,210.00,5.00,5.75,null,null
CAE,2024-01-11 17:56,200.00,5.00,5.75,null,null
CAE,2024-01-11 18:56,220.00,4.00,4.60,null,null
CAE,2024-01-11 19:56,230.00,3.00,3.45,null,null
CAE,2024-01-11 20:56,0.00,0.00,0.00,null,null
CAE,2024-01-11 21:56,0.00,0.00,0.00,null,null
CAE,2024-01-11 22:56,0.00,0.00,0.00,null,null
CAE,2024-01-11 23:56,0.00,0.00,0.00,null,null
CAE,2024-01-12 00:56,0.00,0.00,0.00,null,null
CAE,2024-01-12 01:56,0.00,0.00,0.00,null,null
CAE,2024-01-12 02:56,0.00,0.00,0.00,null,null
CAE,2024-01-12 03:56,0.00,0.00,0.00,null,null
CAE,2024-01-12 04:14,0.00,0.00,0.00,null,null
CAE,2024-01-12 04:49,0.00,0.00,0.00,null,null
CAE,2024-01-12 04:56,0.00,0.00,0.00,null,null
CAE,2024-01-12 05:56,0.00,0.00,0.00,null,null
CAE,2024-01-12 06:56,0.00,0.00,0.00,null,null
CAE,2024-01-12 07:07,0.00,0.00,0.00,null,null
CAE,2024-01-12 07:37,0.00,0.00,0.00,null,null
CAE,2024-01-12 07:56,270.00,3.00,3.45,null,null
CAE,2024-01-12 08:52,0.00,0.00,0.00,null,null
CAE,2024-01-12 08:56,0.00,0.00,0.00,null,null
CAE,2024-01-12 09:56,0.00,0.00,0.00,null,null
CAE,2024-01-12 10:56,90.00,6.00,6.90,null,null
CAE,2024-01-12 11:56,100.00,7.00,8.05,null,null
CAE,2024-01-12 12:56,90.00,12.00,13.80,null,null
CAE,2024-01-12 13:56,120.00,13.00,14.95,20.00,23.00
CAE,2024-01-12 14:56,120.00,14.00,16.10,23.00,26.45
CAE,2024-01-12 15:32,130.00,12.00,13.80,19.00,21.85
CAE,2024-01-12 15:56,140.00,13.00,14.95,21.00,24.15
CAE,2024-01-12 16:56,140.00,17.00,19.55,26.00,29.90
CAE,2024-01-12 17:56,150.00,18.00,20.70,26.00,29.90
CAE,2024-01-12 18:03,160.00,14.00,16.10,27.00,31.05
CAE,2024-01-12 18:18,170.00,16.00,18.40,26.00,29.90
CAE,2024-01-12 18:31,190.00,11.00,12.65,22.00,25.30
CAE,2024-01-12 18:56,200.00,7.00,8.05,null,null
CAE,2024-01-12 19:56,210.00,9.00,10.35,18.00,20.70
CAE,2024-01-12 20:56,210.00,8.00,9.20,null,null
CAE,2024-01-12 21:56,210.00,9.00,10.35,null,null
CAE,2024-01-12 22:48,270.00,22.00,25.30,32.00,36.80
CAE,2024-01-12 22:56,280.00,15.00,17.25,32.00,36.80
CAE,2024-01-12 23:56,260.00,8.00,9.20,null,null
CAE,2024-01-13 00:56,260.00,10.00,11.50,null,null
CAE,2024-01-13 01:56,230.00,6.00,6.90,null,null
CAE,2024-01-13 02:56,230.00,6.00,6.90,null,null
CAE,2024-01-13 03:56,250.00,12.00,13.80,null,null
CAE,2024-01-13 04:56,260.00,15.00,17.25,26.00,29.90
CAE,2024-01-13 05:56,260.00,16.00,18.40,29.00,33.35
CAE,2024-01-13 06:56,250.00,13.00,14.95,25.00,28.75
CAE,2024-01-13 07:56,250.00,15.00,17.25,22.00,25.30
CAE,2024-01-13 08:56,250.00,17.00,19.55,28.00,32.20
CAE,2024-01-13 09:56,260.00,21.00,24.15,30.00,34.50
CAE,2024-01-13 10:56,260.00,16.00,18.40,26.00,29.90
CAE,2024-01-13 11:56,270.00,21.00,24.15,27.00,31.05
CAE,2024-01-13 12:56,270.00,20.00,23.00,27.00,31.05
CAE,2024-01-13 13:56,270.00,19.00,21.85,26.00,29.90
CAE,2024-01-13 14:56,260.00,18.00,20.70,26.00,29.90
CAE,2024-01-13 15:56,260.00,12.00,13.80,20.00,23.00
CAE,2024-01-13 16:56,270.00,11.00,12.65,null,null
CAE,2024-01-13 17:56,270.00,8.00,9.20,null,null
CAE,2024-01-13 18:56,260.00,5.00,5.75,null,null
CAE,2024-01-13 19:56,200.00,3.00,3.45,null,null
CAE,2024-01-13 20:56,250.00,4.00,4.60,null,null
CAE,2024-01-13 21:56,0.00,0.00,0.00,null,null
CAE,2024-01-13 22:56,260.00,3.00,3.45,null,null
CAE,2024-01-13 23:56,260.00,6.00,6.90,null,null
CAE,2024-01-14 00:56,250.00,5.00,5.75,null,null
CAE,2024-01-14 01:56,260.00,7.00,8.05,null,null
CAE,2024-01-14 02:56,250.00,5.00,5.75,null,null
CAE,2024-01-14 03:56,260.00,6.00,6.90,null,null
CAE,2024-01-14 04:56,260.00,5.00,5.75,null,null
CAE,2024-01-14 05:56,240.00,4.00,4.60,null,null
CAE,2024-01-14 06:56,0.00,0.00,0.00,null,null
CAE,2024-01-14 07:56,0.00,0.00,0.00,null,null
CAE,2024-01-14 08:56,0.00,0.00,0.00,null,null
CAE,2024-01-14 09:56,220.00,3.00,3.45,null,null
CAE,2024-01-14 10:56,240.00,11.00,12.65,20.00,23.00
CAE,2024-01-14 11:56,270.00,17.00,19.55,23.00,26.45
CAE,2024-01-14 12:56,250.00,15.00,17.25,22.00,25.30
CAE,2024-01-14 13:56,240.00,11.00,12.65,null,null
CAE,2024-01-14 14:56,250.00,11.00,12.65,17.00,19.55
CAE,2024-01-14 15:56,240.00,12.00,13.80,null,null
CAE,2024-01-14 16:56,240.00,6.00,6.90,null,null
CAE,2024-01-14 17:56,260.00,4.00,4.60,null,null
CAE,2024-01-14 18:56,0.00,0.00,0.00,null,null
CAE,2024-01-14 19:56,0.00,0.00,0.00,null,null
CAE,2024-01-14 21:56,0.00,0.00,0.00,null,null
CAE,2024-01-14 22:56,270.00,3.00,3.45,null,null
CAE,2024-01-14 23:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 00:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 01:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 02:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 03:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 04:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 05:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 06:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 07:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 08:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 09:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 10:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 11:56,230.00,8.00,9.20,null,null
CAE,2024-01-15 12:56,190.00,13.00,14.95,17.00,19.55
CAE,2024-01-15 13:56,210.00,8.00,9.20,null,null
CAE,2024-01-15 15:56,200.00,7.00,8.05,null,null
CAE,2024-01-15 16:56,250.00,4.00,4.60,null,null
CAE,2024-01-15 17:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 18:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 19:56,260.00,3.00,3.45,null,null
CAE,2024-01-15 20:56,110.00,3.00,3.45,null,null
CAE,2024-01-15 21:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 22:56,0.00,0.00,0.00,null,null
CAE,2024-01-15 23:56,0.00,0.00,0.00,null,null
CAE,2024-01-16 00:56,270.00,4.00,4.60,null,null
CAE,2024-01-16 01:56,0.00,0.00,0.00,null,null
CAE,2024-01-16 02:56,180.00,3.00,3.45,null,null
CAE,2024-01-16 03:56,0.00,0.00,0.00,null,null
CAE,2024-01-16 04:56,0.00,0.00,0.00,null,null
CAE,2024-01-16 05:56,340.00,3.00,3.45,null,null
CAE,2024-01-16 06:56,350.00,3.00,3.45,null,null
CAE,2024-01-16 07:56,310.00,5.00,5.75,null,null
CAE,2024-01-16 08:38,280.00,4.00,4.60,null,null
CAE,2024-01-16 08:56,160.00,4.00,4.60,null,null
CAE,2024-01-16 09:56,0.00,0.00,0.00,null,null
CAE,2024-01-16 10:56,220.00,3.00,3.45,null,null
CAE,2024-01-16 11:56,230.00,5.00,5.75,null,null
CAE,2024-01-16 12:56,280.00,9.00,10.35,null,null
CAE,2024-01-16 13:56,270.00,10.00,11.50,null,null
CAE,2024-01-16 14:04,270.00,6.00,6.90,null,null
CAE,2024-01-16 14:56,300.00,8.00,9.20,null,null
CAE,2024-01-16 15:56,290.00,9.00,10.35,null,null
CAE,2024-01-16 16:56,310.00,7.00,8.05,null,null
CAE,2024-01-16 17:56,300.00,5.00,5.75,null,null
CAE,2024-01-16 18:56,270.00,6.00,6.90,null,null
CAE,2024-01-16 19:56,330.00,3.00,3.45,null,null
CAE,2024-01-16 20:56,320.00,8.00,9.20,null,null
CAE,2024-01-16 21:56,330.00,9.00,10.35,null,null
CAE,2024-01-16 22:56,10.00,9.00,10.35,null,null
CAE,2024-01-16 23:56,350.00,7.00,8.05,null,null
CAE,2024-01-17 00:56,340.00,7.00,8.05,null,null
CAE,2024-01-17 01:56,340.00,7.00,8.05,null,null
CAE,2024-01-17 02:56,350.00,5.00,5.75,null,null
CAE,2024-01-17 03:56,340.00,6.00,6.90,null,null
CAE,2024-01-17 04:56,330.00,4.00,4.60,null,null
CAE,2024-01-17 05:56,330.00,3.00,3.45,null,null
CAE,2024-01-17 06:56,null,3.00,3.45,null,null
CAE,2024-01-17 07:56,330.00,3.00,3.45,null,null
CAE,2024-01-17 08:56,30.00,5.00,5.75,null,null
CAE,2024-01-17 09:56,0.00,0.00,0.00,null,null
CAE,2024-01-17 10:56,230.00,6.00,6.90,null,null
CAE,2024-01-17 11:56,null,3.00,3.45,null,null
CAE,2024-01-17 12:56,290.00,6.00,6.90,null,null
CAE,2024-01-17 13:56,260.00,5.00,5.75,null,null
CAE,2024-01-17 14:56,260.00,5.00,5.75,null,null
CAE,2024-01-17 15:56,260.00,5.00,5.75,null,null
