"ZIP","pm25","STATE"
"00012",1.76749782927539,"CA"
"00014",2.98323309478544,"AZ"
"00015",1.19822834348944,"AZ"
"00016",1.62463939516948,"CA"
"00017",0.762233174226838,"CA"
"00018",1.57865248150222,"CA"
"00019",4.37734831068283,"CA"
"00020",1.06259379365518,"CA"
"00022",5.01750198843918,"CA"
"00026",0.7923120834949,"CA"
"00027",0.960403368733678,"CO"
"00028",3.56575795779831,"CA"
"00029",2.61569482800184,"CA"
"00031",2.64802780606339,"CA"
"00032",2.55574190013611,"CA"
"00033",3.09626619553295,"CA"
"00034",1.78902503150188,"CA"
"00035",4.02095384572604,"CA"
"00037",1.30197405056467,"CA"
"00038",5.3746208078153,"CA"
"00039",2.73131099030168,"CA"
"00040",0.837174961161355,"CA"
"00041",3.19628467634302,"FL"
"00042",5.60871635377357,"FL"
"00043",2.24879126153368,"FL"
"00044",0.780027439556723,"CA"
"00045",7.65688583071996,"FL"
"00047",2.00027117018874,"CA"
"00048",2.78583219569492,"CA"
"00049",2.19844901291151,"CA"
"00050",1.85287236627965,"CA"
"00051",1.20797767009331,"CA"
"00052",0.667797873742143,"CA"
"00053",4.7315449915103,"FL"
"00054",4.36804982957514,"CA"
"00055",1.17496361808732,"CA"
"00056",7.10094873941429,"ID"
"00057",5.63056584995864,"CA"
"00058",0.763461941407258,"CA"
"00059",2.85127042290779,"MN"
"00060",3.31611047522116,"MN"
"00061",6.90612726599722,"CA"
"00063",12.3233247678725,"MT"
"00064",3.91407499294476,"NM"
"00065",1.07022345217532,"CA"
"00066",3.1619387215578,"NM"
"00067",3.64015236849982,"OK"
"00068",3.69600649315846,"OR"
"00069",2.57717126574009,"OR"
"00070",1.9680189797591,"OR"
"00071",1.74688854057563,"UT"
"00072",0.913388790218361,"WA"
"00073",9.15657116562255,"WA"
"00074",4.00754431129442,"WA"
"00076",0.521914548439897,"WA"
"00077",2.58409963944574,"OR"
"00084",6.41943622400122,"NC"
"00087",6.38559107866649,"FL"
"00097",2.39777592676663,"FL"
"00098",2.75146794518498,"FL"
"00100",3.84248065124015,"UT"
"00116",7.11722875060515,"LA"
"00119",4.61380443321736,"LA"
"00121",5.8434222642938,"LA"
"00125",3.27206921928116,"ME"
"00126",3.64829504618809,"ME"
"00127",5.47606516492898,"ME"
"00128",2.89963304156518,"ME"
"00130",5.39498198131887,"ME"
"00132",3.98492998271407,"ME"
"00133",4.54800767815493,"ME"
"00134",5.17337098363402,"ME"
"00135",3.62824896018006,"ME"
"00137",3.75033131222839,"ME"
"00138",4.08874642574212,"ME"
"00139",3.42026449337217,"ME"
"00141",5.62023463852501,"ME"
"00148",3.97017898377872,"ME"
"00151",4.51422134834313,"ME"
"00152",4.98370120336096,"MD"
"00158",1.91747707849937,"MA"
"00160",3.16169736225231,"MN"
"00161",3.83621175630097,"MN"
"00164",1.17615879681216,"MN"
"00165",0.893811775325467,"MN"
"00166",1.61827684623633,"MN"
"00168",2.24151659712421,"NH"
"00172",2.18440964275799,"NH"
"00173",2.08497304422146,"NH"
"00174",2.2271214431629,"NH"
"00176",2.08762518321189,"NH"
"00177",1.59389197696808,"NH"
"00179",2.06505702660464,"NH"
"00180",2.06057712576941,"NH"
"00181",2.50155326425747,"NH"
"00182",2.04182003331239,"NH"
"00183",1.71469417738142,"NH"
"00184",1.93173785231806,"NH"
"00185",3.34408115541179,"NH"
"00188",5.24238662668248,"TX"
"00195",16.1768932555493,"WA"
"00197",11.8944361425877,"AZ"
"00199",17.5689920201205,"AZ"
"00501",5.37356383805605,"NY"
"00544",5.37356383805605,"NY"
"01001",6.5133140204455,"MA"
"01002",4.05832822643158,"MA"
"01003",6.9102201501582,"MA"
"01004",6.12464132567024,"MA"
"01005",3.77938207643163,"MA"
"01007",4.21102695556747,"MA"
"01008",3.0234327723345,"MA"
"01009",3.60874576585506,"MA"
"01010",4.18192970752898,"MA"
"01011",2.68251610790151,"MA"
"01012",3.52789022115955,"MA"
"01013",6.05611450824065,"MA"
"01014",6.82763963117723,"MA"
"01020",4.88704695508981,"MA"
"01021",5.22867804930981,"MA"
"01022",4.07746174048991,"MA"
"01026",3.78114753548769,"MA"
"01027",3.4919841612723,"MA"
"01028",5.38589907852086,"MA"
"01029",4.9424910247506,"MA"
"01030",6.2624694964236,"MA"
"01031",4.40988974976942,"MA"
"01032",3.63672009119824,"MA"
"01033",4.1770794588504,"MA"
"01034",2.81952663290658,"MA"
"01035",5.89056994911153,"MA"
"01036",3.83132805008637,"MA"
"01037",3.78892071802677,"MA"
"01038",6.15074088302254,"MA"
"01039",3.28329680252853,"MA"
"01040",4.76094541650213,"MA"
"01041",5.27514634629176,"MA"
"01050",2.5102114453581,"MA"
"01053",3.37732163724953,"MA"
"01054",3.01316730299986,"MA"
"01056",4.46700112584736,"MA"
"01057",3.63020396048851,"MA"
"01059",6.08836442733686,"MA"
"01060",5.30426391548107,"MA"
"01061",6.24656181209648,"MA"
"01062",4.01393428827643,"MA"
"01063",6.11500872558634,"MA"
"01066",6.42087864584463,"MA"
"01068",4.40491276634059,"MA"
"01069",4.36845399572012,"MA"
"01070",3.68342419881566,"MA"
"01071",2.50781686783448,"MA"
"01072",2.61434813103059,"MA"
"01073",3.69650316120377,"MA"
"01074",6.87732073291874,"MA"
"01075",4.22859294025076,"MA"
"01077",5.13064715840264,"MA"
"01079",4.47739269981532,"MA"
"01080",4.65407850654173,"MA"
"01081",3.61123751926461,"MA"
"01082",3.68067957720675,"MA"
"01083",3.50652373718958,"MA"
"01084",2.96676510287597,"MA"
"01085",4.60263528880612,"MA"
"01086",7.36206366248553,"MA"
"01088",4.59120661049629,"MA"
"01089",5.92271637027631,"MA"
"01090",6.90222143066271,"MA"
"01092",4.21295301366532,"MA"
"01093",6.42321470993408,"MA"
"01094",6.37961661635335,"MA"
"01095",4.52264868459291,"MA"
"01096",3.37904097466429,"MA"
"01097",3.43127048383105,"MA"
"01098",3.22412786960524,"MA"
"01101",6.58196180717036,"MA"
"01102",6.58196180717036,"MA"
"01103",6.5104243742492,"MA"
"01104",6.12864096317433,"MA"
"01105",6.04800535505949,"MA"
"01106",5.44442242389401,"MA"
"01107",6.60640650724296,"MA"
"01108",5.63904673807123,"MA"
"01109",5.27771955565319,"MA"
"01111",4.75292969723844,"MA"
"01115",6.85133464841363,"MA"
"01116",4.45763008503517,"MA"
"01118",5.22431055907439,"MA"
"01119",5.3655196630229,"MA"
"01128",5.12582655712428,"MA"
"01129",5.31902441636914,"MA"
"01138",6.23472259321906,"MA"
"01139",5.78336366118545,"MA"
"01144",6.85133464841363,"MA"
"01151",4.97082227501265,"MA"
"01152",4.78129524922458,"MA"
"01199",6.21203775853039,"MA"
"01201",4.20605555569792,"MA"
